CODEBELISTA,ANIOCAMPANA,CODPAIS,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIOOFERTA,FECHAPROCESO,ROLLING_SEGMENT
44363682,202301,PE,210099968,RELOJES,ESIKA,79.9,02-01-2023,Constantes 1
49163312,202301,PE,200109258,TRATAMIENTO CORPORAL,ESIKA,17.9,28-12-2022,Inconstantes
49163312,202301,PE,210097030,CUIDADO PERSONAL,LBEL,12.9,28-12-2022,Constantes 3
49923171,202301,PE,200105880,MAQUILLAJE,CYZONE,50.9,21-12-2022,Constantes 1
41941847,202301,PE,200103448,CUIDADO PERSONAL,ESIKA,7.82,20-12-2022,Constantes 1
36838736,202301,PE,200102430,FRAGANCIAS,ESIKA,44.96,26-12-2022,Constantes 2
46349253,202301,PE,200107618,MAQUILLAJE,LBEL,17.45,05-01-2023,Constantes 3
47906121,202301,PE,200109532,FRAGANCIAS,ESIKA,30.21,27-12-2022,Constantes 1
35115986,202301,PE,200108045,TRATAMIENTO CORPORAL,ESIKA,17.9,21-12-2022,Inconstantes
44825082,202301,PE,200099047,FRAGANCIAS,ESIKA,36.56,20-12-2022,Inconstantes
30993470,202301,PE,200108409,FRAGANCIAS,ESIKA,28.56,22-12-2022,Inconstantes
49841213,202301,PE,200105041,FRAGANCIAS,ESIKA,31.9,29-12-2022,Constantes 3
42445754,202301,PE,200086399,FRAGANCIAS,LBEL,46.13,20-12-2022,Constantes 2
49621140,202301,PE,210095993,MAQUILLAJE,ESIKA,17.9,19-12-2022,Inconstantes
47590043,202301,PE,200105219,TRATAMIENTO FACIAL,ESIKA,17.13,16-12-2022,Constantes 3
48375936,202301,PE,210096372,TRATAMIENTO FACIAL,ESIKA,9.9,19-12-2022,Constantes 3
21273090,202301,PE,200103028,CUIDADO PERSONAL,ESIKA,12.9,02-01-2023,Constantes 2
50012395,202301,PE,200082652,CUIDADO PERSONAL,ESIKA,31.9,19-12-2022,Constantes 2
42196177,202301,PE,200105188,CUIDADO PERSONAL,ESIKA,11.9,17-12-2022,Inconstantes
46349253,202301,PE,200110368,MAQUILLAJE,CYZONE,17.45,05-01-2023,Constantes 3
47841925,202301,PE,200108807,CUIDADO PERSONAL,ESIKA,7.38,26-12-2022,Constantes 3
49820739,202301,PE,200112640,TRATAMIENTO FACIAL,ESIKA,42.9,30-12-2022,Constantes 3
41599235,202301,PE,200106604,MAQUILLAJE,CYZONE,22.9,05-01-2023,Nuevas
48809553,202301,PE,200103025,CUIDADO PERSONAL,ESIKA,20.82,27-12-2022,Inconstantes
41941847,202301,PE,200109164,MAQUILLAJE,CYZONE,19.95,20-12-2022,Constantes 3
49005369,202301,PE,210099604,BIJOUTERIE,CYZONE,39.9,28-12-2022,Nuevas
49743807,202301,PE,210098425,PROMOCION USUARIOS,LBEL,68.9,30-12-2022,Nuevas
49253273,202301,PE,200082687,CUIDADO PERSONAL,ESIKA,15,28-12-2022,Constantes 1
49841213,202301,PE,200101061,TRATAMIENTO FACIAL,ESIKA,21.9,02-01-2023,Constantes 1
41079411,202301,PE,200103717,MAQUILLAJE,ESIKA,34.9,07-01-2023,Nuevas
49029489,202301,PE,200109632,TRATAMIENTO CORPORAL,ESIKA,16.9,21-12-2022,Nuevas
49798628,202301,PE,200106478,MAQUILLAJE,ESIKA,24.95,26-12-2022,Constantes 1
48652093,202301,PE,200089507,FRAGANCIAS,ESIKA,37.9,27-12-2022,Constantes 1
25017854,202301,PE,210102025,COMPLEMENTOS,CYZONE,49.9,06-12-2022,Nuevas
49618255,202301,PE,200101082,TRATAMIENTO FACIAL,ESIKA,21.9,27-12-2022,Nuevas
47841925,202301,PE,200106360,FRAGANCIAS,CYZONE,26.6,26-12-2022,Nuevas
46349253,202301,PE,200107639,MAQUILLAJE,LBEL,17.45,05-01-2023,Nuevas
46495217,202301,PE,200095159,CUIDADO PERSONAL,ESIKA,11.9,27-12-2022,Nuevas
49621140,202301,PE,200098555,FRAGANCIAS,ESIKA,24.95,19-12-2022,Constantes 2
41941847,202301,PE,210098832,MAQUILLAJE,CYZONE,31.9,03-01-2023,Inconstantes
49864337,202301,PE,200107360,MAQUILLAJE,CYZONE,13.9,29-12-2022,Inconstantes
43256556,202301,PE,200095517,CUIDADO PERSONAL,ESIKA,19.9,29-12-2022,Inconstantes
23989824,202301,PE,210102305,BIJOUTERIE,ESIKA,84.9,28-12-2022,Constantes 1
49860358,202301,PE,210102003,COMPLEMENTOS,CYZONE,52.9,29-12-2022,Nuevas
36910046,202301,PE,210099653,COMPLEMENTOS,CYZONE,62.9,06-01-2023,Inconstantes
49743807,202301,PE,200101421,FRAGANCIAS,ESIKA,31.9,30-12-2022,Nuevas
41941847,202301,PE,200087251,MAQUILLAJE,CYZONE,19.9,20-12-2022,Constantes 2
41941847,202301,PE,200107824,CUIDADO PERSONAL,LBEL,22.5,20-12-2022,Inconstantes
49005369,202301,PE,210102057,COMPLEMENTOS,CYZONE,16.9,28-12-2022,Constantes 3
42904414,202301,PE,200085860,CUIDADO PERSONAL,ESIKA,10,21-12-2022,Inconstantes
46258398,202301,PE,200107144,MAQUILLAJE,CYZONE,18.9,04-01-2023,Nuevas
34191115,202301,PE,200106346,FRAGANCIAS,ESIKA,25.5,03-01-2023,Inconstantes
23989824,202301,PE,200102645,MAQUILLAJE,ESIKA,19.95,02-01-2023,Nuevas
49885679,202301,PE,200105041,FRAGANCIAS,ESIKA,27,02-01-2023,Inconstantes
35115986,202301,PE,200100926,FRAGANCIAS,ESIKA,44.9,21-12-2022,Inconstantes
47841925,202301,PE,200091709,FRAGANCIAS,CYZONE,20.98,26-12-2022,Constantes 1
46495217,202301,PE,210102002,COMPLEMENTOS,CYZONE,48.45,27-12-2022,Constantes 2
35115986,202301,PE,210095993,MAQUILLAJE,ESIKA,17.9,21-12-2022,Inconstantes
11577490,202301,PE,210097034,MAQUILLAJE,CYZONE,11.59,28-12-2022,Constantes 3
49245653,202301,PE,210099604,BIJOUTERIE,CYZONE,39.9,26-12-2022,Constantes 3
49930828,202301,PE,200105168,MAQUILLAJE,LBEL,34,27-12-2022,Nuevas
23989824,202301,PE,210100074,BIJOUTERIE,ESIKA,69.9,28-12-2022,Constantes 3
29870691,202301,PE,200112640,TRATAMIENTO FACIAL,ESIKA,42.9,29-12-2022,Constantes 3
31910730,202301,PE,200106398,FRAGANCIAS,ESIKA,16.23,19-12-2022,Nuevas
40312757,202309,PE,200103355,MAQUILLAJE,ESIKA,25.9,16-06-2023,Constantes 2
34392137,202309,PE,200077440,MAQUILLAJE,LBEL,50.9,19-06-2023,Constantes 3
47659973,202309,PE,200109875,FRAGANCIAS,LBEL,30.18,19-06-2023,Inconstantes
48283403,202309,PE,200105180,CUIDADO PERSONAL,CYZONE,10.9,06-06-2023,Constantes 2
39685329,202309,PE,200109537,CUIDADO PERSONAL,ESIKA,7.38,16-06-2023,Inconstantes
40772804,202309,PE,200106312,FRAGANCIAS,ESIKA,11.95,15-06-2023,Constantes 3
9535063,202309,PE,210098479,MAQUILLAJE,ESIKA,36.9,16-06-2023,Constantes 2
34392137,202309,PE,200106356,FRAGANCIAS,CYZONE,27.9,19-06-2023,Inconstantes
9535063,202309,PE,200086432,FRAGANCIAS,ESIKA,29.61,16-06-2023,Constantes 2
34392137,202309,PE,210101984,COMPLEMENTOS,CYZONE,54.9,19-06-2023,Inconstantes
47841925,202309,PE,200095153,CUIDADO PERSONAL,ESIKA,7.38,09-06-2023,Constantes 2
50083268,202309,PE,200085860,CUIDADO PERSONAL,ESIKA,17.45,06-06-2023,Constantes 2
40312757,202309,PE,200097066,CUIDADO PERSONAL,ESIKA,32.9,16-06-2023,Constantes 2
44363682,202309,PE,200108048,FRAGANCIAS,CYZONE,26.45,16-06-2023,Inconstantes
39685329,202309,PE,200095464,CUIDADO PERSONAL,ESIKA,7.38,16-06-2023,Nuevas
47659973,202309,PE,200089498,TRATAMIENTO CORPORAL,ESIKA,32.45,15-06-2023,Inconstantes
50612910,202309,PE,210102550,BIJOUTERIE,CYZONE,32.9,16-06-2023,Constantes 2
34392137,202309,PE,200086432,FRAGANCIAS,ESIKA,43.25,19-06-2023,Constantes 3
41941847,202309,PE,200095864,FRAGANCIAS,LBEL,89,09-06-2023,Inconstantes
35115986,202309,PE,200098108,TRATAMIENTO CORPORAL,ESIKA,36.9,19-06-2023,Inconstantes
39685329,202309,PE,200105017,FRAGANCIAS,CYZONE,14.95,16-06-2023,Inconstantes
34020299,202309,PE,200105655,CUIDADO PERSONAL,ESIKA,24.9,06-06-2023,Constantes 1
34392137,202309,PE,200106445,MAQUILLAJE,ESIKA,13.3,19-06-2023,Inconstantes
35115986,202309,PE,210098462,MAQUILLAJE,CYZONE,19.9,19-06-2023,Constantes 1
44363682,202309,PE,200090346,CUIDADO PERSONAL,ESIKA,19.5,16-06-2023,Inconstantes
20706554,202309,PE,200106295,FRAGANCIAS,ESIKA,74.9,19-06-2023,Constantes 2
35115986,202309,PE,200106440,MAQUILLAJE,ESIKA,13.3,19-06-2023,Constantes 2
20706554,202309,PE,200103452,CUIDADO PERSONAL,LBEL,8.9,19-06-2023,Inconstantes
46928369,202309,PE,200084840,TRATAMIENTO CORPORAL,ESIKA,25.9,09-06-2023,Inconstantes
41795123,202309,PE,200103025,CUIDADO PERSONAL,ESIKA,23.8,15-06-2023,Inconstantes
29870691,202309,PE,200084777,CUIDADO PERSONAL,CYZONE,15.9,15-06-2023,Constantes 2
42789348,202309,PE,210101560,BIJOUTERIE,ESIKA,59.9,15-06-2023,Constantes 3
22662147,202309,PE,200103355,MAQUILLAJE,ESIKA,25.9,15-06-2023,Inconstantes
47659973,202309,PE,210104373,BIJOUTERIE,ESIKA,44.9,15-06-2023,Constantes 2
44363682,202309,PE,200095911,FRAGANCIAS,CYZONE,26.45,16-06-2023,Constantes 2
20706554,202309,PE,200112600,MAQUILLAJE,ESIKA,24.45,19-06-2023,Constantes 2
50568679,202309,PE,200105219,TRATAMIENTO FACIAL,ESIKA,28.9,06-06-2023,Nuevas
50549011,202309,PE,200086432,FRAGANCIAS,ESIKA,29.61,15-06-2023,Nuevas
40312757,202309,PE,200105180,CUIDADO PERSONAL,CYZONE,10.9,16-06-2023,Constantes 2
6766099,202309,PE,210103586,BIJOUTERIE,ESIKA,59.9,14-06-2023,Nuevas
35115986,202309,PE,200110113,CUIDADO PERSONAL,LBEL,29,19-06-2023,Inconstantes
40772804,202309,PE,200087949,MUESTRAS COSMETICOS,ESIKA,3.5,15-06-2023,Constantes 2
49406819,202309,PE,200109890,MAQUILLAJE,CYZONE,12.9,14-06-2023,Nuevas
9535063,202309,PE,200108807,CUIDADO PERSONAL,ESIKA,7.38,16-06-2023,Nuevas
50495825,202309,PE,200109470,TRATAMIENTO FACIAL,LBEL,99,14-06-2023,Inconstantes
40312757,202309,PE,200095663,CUIDADO PERSONAL,CYZONE,9.9,16-06-2023,Inconstantes
35319905,202309,PE,210102588,COMPLEMENTOS,CYZONE,82.9,19-06-2023,Inconstantes
44363682,202309,PE,210092742,MAQUILLAJE,ESIKA,31.9,16-06-2023,Constantes 1
34392137,202309,PE,200109612,MAQUILLAJE,CYZONE,22.9,19-06-2023,Constantes 1
40772804,202309,PE,200098555,FRAGANCIAS,ESIKA,34.9,15-06-2023,Constantes 1
6766099,202309,PE,210102539,BIJOUTERIE,CYZONE,31.9,14-06-2023,Constantes 2
35115986,202309,PE,210102638,BIJOUTERIE,ESIKA,49.9,19-06-2023,Constantes 2
49841213,202309,PE,200103025,CUIDADO PERSONAL,ESIKA,29.9,14-06-2023,Inconstantes
39685329,202309,PE,200106556,MAQUILLAJE,CYZONE,17.9,16-06-2023,Nuevas
34392137,202309,PE,200105188,CUIDADO PERSONAL,ESIKA,5.1,19-06-2023,Inconstantes
6766099,202309,PE,210092742,MAQUILLAJE,ESIKA,31.9,14-06-2023,Nuevas
6766099,202309,PE,200110338,MAQUILLAJE,ESIKA,21.9,14-06-2023,Inconstantes
49005369,202309,PE,200105041,FRAGANCIAS,ESIKA,33.33,14-06-2023,Nuevas
41941847,202309,PE,200098673,FRAGANCIAS,ESIKA,55.94,09-06-2023,Constantes 2
6766099,202309,PE,200083997,FRAGANCIAS,ESIKA,27.46,14-06-2023,Nuevas
50495825,202309,PE,200098673,FRAGANCIAS,ESIKA,55.94,14-06-2023,Constantes 2
34392137,202309,PE,200082687,CUIDADO PERSONAL,ESIKA,19.9,19-06-2023,Nuevas
49841213,202309,PE,200106662,MAQUILLAJE,ESIKA,18.9,14-06-2023,Inconstantes
48283403,202309,PE,200108807,CUIDADO PERSONAL,ESIKA,7.63,06-06-2023,Inconstantes
29870691,202309,PE,200103923,MAQUILLAJE,CYZONE,15.25,15-06-2023,Constantes 2
45345920,202309,PE,200113795,MAQUILLAJE,CYZONE,10.81,15-06-2023,Constantes 1
6766099,202309,PE,200103022,CUIDADO PERSONAL,ESIKA,15.39,14-06-2023,Constantes 1
34392137,202309,PE,210098844,MAQUILLAJE,CYZONE,34.9,19-06-2023,Constantes 3
6766099,202309,PE,200095464,CUIDADO PERSONAL,ESIKA,7.38,14-06-2023,Constantes 1
49841213,202309,PE,200103964,TRATAMIENTO CORPORAL,LBEL,43.9,14-06-2023,Inconstantes
35319905,202309,PE,200103963,TRATAMIENTO CORPORAL,LBEL,14.35,19-06-2023,Nuevas
20706554,202309,PE,200112748,MAQUILLAJE,ESIKA,34.9,19-06-2023,Constantes 1
50612910,202309,PE,200103330,MUESTRAS COSMETICOS,ESIKA,3.5,16-06-2023,Constantes 2
41941847,202309,PE,200099702,FRAGANCIAS,ESIKA,23.98,09-06-2023,Nuevas
49925166,202309,PE,200103025,CUIDADO PERSONAL,ESIKA,23.8,09-06-2023,Constantes 1
49406819,202309,PE,200090349,CUIDADO PERSONAL,ESIKA,18.3,14-06-2023,Nuevas
35319905,202309,PE,210100031,BIJOUTERIE,ESIKA,39.5,19-06-2023,Constantes 1
34392137,202309,PE,200105125,CUIDADO PERSONAL,ESIKA,5.1,19-06-2023,Inconstantes
48809553,202305,PE,210101485,COMPLEMENTOS,CYZONE,74.9,20-03-2023,Constantes 2
34392137,202305,PE,200103441,CUIDADO PERSONAL,ESIKA,7.38,17-03-2023,Inconstantes
25017854,202305,PE,200112527,MAQUILLAJE,ESIKA,27.9,06-03-2023,Nuevas
41941847,202305,PE,200106346,FRAGANCIAS,ESIKA,8.9,17-03-2023,Inconstantes
47659973,202305,PE,200108733,TRATAMIENTO CORPORAL,LBEL,44.24,28-03-2023,Nuevas
30993470,202305,PE,200110648,MAQUILLAJE,ESIKA,31.9,15-03-2023,Constantes 2
36910046,202305,PE,200106453,MAQUILLAJE,ESIKA,19.9,31-03-2023,Nuevas
36230193,202305,PE,200112964,MAQUILLAJE,ESIKA,21.9,16-03-2023,Nuevas
50200507,202305,PE,200108807,CUIDADO PERSONAL,ESIKA,7.38,24-03-2023,Constantes 3
41399422,202305,PE,200103025,CUIDADO PERSONAL,ESIKA,24,24-03-2023,Constantes 1
46810376,202305,PE,200089504,TRATAMIENTO CORPORAL,ESIKA,32.45,21-03-2023,Inconstantes
46349253,202305,PE,200095382,CUIDADO PERSONAL,ESIKA,11.9,30-03-2023,Inconstantes
45345920,202305,PE,200106443,MAQUILLAJE,ESIKA,19.9,24-03-2023,Nuevas
6766099,202305,PE,200099262,FRAGANCIAS,ESIKA,46.9,22-03-2023,Constantes 2
29870691,202305,PE,200107324,TRATAMIENTO FACIAL,CYZONE,29.9,24-03-2023,Constantes 2
41399422,202305,PE,200102820,TRATAMIENTO CORPORAL,ESIKA,9.9,24-03-2023,Nuevas
48809553,202305,PE,200090349,CUIDADO PERSONAL,ESIKA,18.3,20-03-2023,Constantes 2
40772804,202305,PE,200099047,FRAGANCIAS,ESIKA,12.5,23-03-2023,Nuevas
50200507,202305,PE,200103441,CUIDADO PERSONAL,ESIKA,7.38,24-03-2023,Constantes 1
42904414,202305,PE,200105008,FRAGANCIAS,CYZONE,20.28,17-03-2023,Nuevas
9799877,202305,PE,200089989,MAQUILLAJE,CYZONE,17.9,13-03-2023,Constantes 3
30745744,202305,PE,210096207,MAQUILLAJE,ESIKA,18.9,16-03-2023,Constantes 2
6766099,202305,PE,200105329,FRAGANCIAS,ESIKA,42.9,22-03-2023,Inconstantes
35115986,202305,PE,200111380,MAQUILLAJE,LBEL,34,20-03-2023,Constantes 2
29870691,202305,PE,200089510,CUIDADO PERSONAL,CYZONE,19.8,24-03-2023,Inconstantes
46810376,202305,PE,210100407,CUIDADO PERSONAL,CYZONE,17.45,21-03-2023,Constantes 2
50444627,202305,PE,200106304,FRAGANCIAS,ESIKA,42.9,16-03-2023,Nuevas
48809553,202305,PE,200099047,FRAGANCIAS,ESIKA,5.2,20-03-2023,Inconstantes
25017854,202305,PE,210098522,MAQUILLAJE,CYZONE,12.9,06-03-2023,Inconstantes
41399422,202305,PE,210101988,COMPLEMENTOS,CYZONE,46.9,24-03-2023,Inconstantes
6766099,202305,PE,200103022,CUIDADO PERSONAL,ESIKA,11.65,22-03-2023,Inconstantes
40398864,202305,PE,200107324,TRATAMIENTO FACIAL,CYZONE,26.45,16-03-2023,Constantes 2
48283403,202305,PE,200095158,CUIDADO PERSONAL,ESIKA,7.38,20-03-2023,Nuevas
50200507,202305,PE,200095170,CUIDADO PERSONAL,ESIKA,7.38,24-03-2023,Constantes 3
22662147,202305,PE,200110338,MAQUILLAJE,ESIKA,21.9,23-03-2023,Constantes 2
49163312,202305,PE,200106456,MAQUILLAJE,ESIKA,19.9,21-03-2023,Constantes 2
50495825,202305,PE,200107657,MAQUILLAJE,LBEL,58,29-03-2023,Constantes 2
6766099,202305,PE,210104328,BIJOUTERIE,ESIKA,59.9,22-03-2023,Nuevas
48854338,202305,PE,200105655,CUIDADO PERSONAL,ESIKA,24.9,30-03-2023,Nuevas
6766099,202305,PE,200092333,FRAGANCIAS,CYZONE,49.9,22-03-2023,Constantes 2
38933175,202305,PE,200103354,MAQUILLAJE,ESIKA,9,24-03-2023,Constantes 2
20810254,202305,PE,210103635,BIJOUTERIE,ESIKA,64.9,20-03-2023,Inconstantes
36838736,202305,PE,200106346,FRAGANCIAS,ESIKA,8.9,13-03-2023,Nuevas
50023737,202305,PE,200091709,FRAGANCIAS,CYZONE,36.9,20-03-2023,Constantes 2
50242153,202305,PE,200105143,MAQUILLAJE,LBEL,26,06-03-2023,Nuevas
9799877,202305,PE,200105017,FRAGANCIAS,CYZONE,14.6,13-03-2023,Constantes 3
48019498,202305,PE,210095994,MAQUILLAJE,ESIKA,18.9,20-03-2023,Nuevas
47841925,202305,PE,200108408,FRAGANCIAS,ESIKA,26.6,17-03-2023,Nuevas
44621738,202305,PE,200105195,CUIDADO PERSONAL,ESIKA,5.1,29-03-2023,Nuevas
50388549,202305,PE,200097066,CUIDADO PERSONAL,ESIKA,32.9,28-03-2023,Inconstantes
41941847,202305,PE,210100528,MAQUILLAJE,CYZONE,23.9,27-03-2023,Constantes 2
42010081,202305,PE,200108807,CUIDADO PERSONAL,ESIKA,5.1,23-03-2023,Constantes 1
50222365,202305,PE,200103963,TRATAMIENTO CORPORAL,LBEL,13.65,06-03-2023,Constantes 1
40398864,202305,PE,200110157,FRAGANCIAS,ESIKA,72.9,16-03-2023,Constantes 1
6766099,202305,PE,200090350,TRATAMIENTO CORPORAL,ESIKA,34.9,22-03-2023,Constantes 1
6766099,202305,PE,200108408,FRAGANCIAS,ESIKA,27.36,22-03-2023,Nuevas
47659973,202305,PE,200109443,FRAGANCIAS,ESIKA,34.9,28-03-2023,Constantes 1
48283403,202305,PE,200105289,TRATAMIENTO FACIAL,LBEL,32,20-03-2023,Constantes 2
47979439,202305,PE,210098525,MAQUILLAJE,CYZONE,12.9,27-03-2023,Inconstantes
37558710,202305,PE,200106440,MAQUILLAJE,ESIKA,18.17,16-03-2023,Inconstantes
40398864,202305,PE,200086139,TRATAMIENTO FACIAL,LBEL,65,16-03-2023,Constantes 2
50216160,202305,PE,200109874,FRAGANCIAS,CYZONE,49.9,24-03-2023,Constantes 1
47590043,202305,PE,200109193,MAQUILLAJE,LBEL,13.3,14-03-2023,Constantes 3
47742226,202305,PE,200107033,MAQUILLAJE,LBEL,40,16-03-2023,Nuevas
43256556,202305,PE,200090452,FRAGANCIAS,ESIKA,33.8,22-03-2023,Constantes 3
49925166,202305,PE,210103081,BIJOUTERIE,ESIKA,79.9,21-03-2023,Nuevas
48641350,202305,PE,210101447,COMPLEMENTOS,CYZONE,52.9,17-03-2023,Inconstantes
50207838,202305,PE,200103354,MAQUILLAJE,ESIKA,9,15-03-2023,Constantes 3
50023737,202305,PE,210102035,COMPLEMENTOS,CYZONE,39.9,20-03-2023,Inconstantes
50402916,202305,PE,210095656,VARIOS,GENERICA,20,21-03-2023,Constantes 2
41599235,202305,PE,200109443,FRAGANCIAS,ESIKA,34.9,29-03-2023,Constantes 1
44621738,202305,PE,200110338,MAQUILLAJE,ESIKA,21.9,29-03-2023,Constantes 1
41941847,202305,PE,200105128,MAQUILLAJE,LBEL,26,17-03-2023,Constantes 3
50154882,202305,PE,200082687,CUIDADO PERSONAL,ESIKA,10.79,24-03-2023,Inconstantes
6766099,202305,PE,210100409,CUIDADO PERSONAL,LBEL,15.9,22-03-2023,Constantes 1
40312757,202305,PE,200107822,CUIDADO PERSONAL,LBEL,23,17-03-2023,Constantes 1
48019498,202305,PE,210102374,BIJOUTERIE,ESIKA,39.9,20-03-2023,Inconstantes
50297209,202305,PE,200039855,FRAGANCIAS,CYZONE,26.6,20-03-2023,Inconstantes
50222365,202305,PE,200105035,TRATAMIENTO FACIAL,CYZONE,20.9,06-03-2023,Constantes 2
42904414,202305,PE,200103449,CUIDADO PERSONAL,CYZONE,5.1,17-03-2023,Inconstantes
49930828,202305,PE,200110088,CUIDADO PERSONAL,LBEL,23,22-03-2023,Constantes 2
48809553,202305,PE,200103025,CUIDADO PERSONAL,ESIKA,24,20-03-2023,Constantes 2
38099701,202305,PE,200084293,TRATAMIENTO CORPORAL,LBEL,39.9,11-03-2023,Nuevas
47659973,202305,PE,200094834,MAQUILLAJE,ESIKA,15.9,28-03-2023,Inconstantes
45296474,202305,PE,200104255,FRAGANCIAS,ESIKA,23.99,13-03-2023,Nuevas
46349253,202305,PE,200094826,MAQUILLAJE,ESIKA,15.9,30-03-2023,Constantes 2
50137716,202305,PE,200106657,MAQUILLAJE,ESIKA,18.9,21-03-2023,Nuevas
38933175,202305,PE,200084777,CUIDADO PERSONAL,CYZONE,15.9,24-03-2023,Nuevas
47030943,202305,PE,200109443,FRAGANCIAS,ESIKA,34.9,16-03-2023,Inconstantes
6766099,202305,PE,200101406,FRAGANCIAS,ESIKA,52.9,22-03-2023,Inconstantes
42445754,202306,PE,200098757,TRATAMIENTO CORPORAL,ESIKA,18.61,03-04-2023,Constantes 2
44621738,202306,PE,210100664,COMPLEMENTOS,CYZONE,32.9,19-04-2023,Nuevas
6766099,202306,PE,200089168,FRAGANCIAS,CYZONE,23.33,13-04-2023,Constantes 2
41599235,202306,PE,200110088,CUIDADO PERSONAL,LBEL,24.5,17-04-2023,Constantes 3
50332985,202306,PE,200105017,FRAGANCIAS,CYZONE,15.5,05-04-2023,Constantes 1
45296474,202306,PE,200112904,MAQUILLAJE,CYZONE,17.9,03-04-2023,Inconstantes
30745744,202306,PE,200105158,MAQUILLAJE,LBEL,26.9,05-04-2023,Inconstantes
36838736,202306,PE,200099047,FRAGANCIAS,ESIKA,26.9,04-04-2023,Inconstantes
41599235,202306,PE,200103025,CUIDADO PERSONAL,ESIKA,26.64,17-04-2023,Inconstantes
35115986,202306,PE,200083997,FRAGANCIAS,ESIKA,30,17-04-2023,Constantes 2
46349253,202306,PE,210098721,COMPLEMENTOS,CYZONE,49.9,19-04-2023,Inconstantes
23989824,202306,PE,200109537,CUIDADO PERSONAL,ESIKA,4.83,12-04-2023,Constantes 3
50216160,202306,PE,200106453,MAQUILLAJE,ESIKA,14.97,11-04-2023,Inconstantes
46349253,202306,PE,210097484,MAQUILLAJE,CYZONE,23.9,19-04-2023,Constantes 2
46349253,202306,PE,200089507,FRAGANCIAS,ESIKA,26.96,19-04-2023,Inconstantes
22662147,202306,PE,210097034,MAQUILLAJE,CYZONE,19.95,13-04-2023,Constantes 1
48141730,202306,PE,200090351,TRATAMIENTO CORPORAL,ESIKA,31.9,19-04-2023,Constantes 3
36838736,202306,PE,200108408,FRAGANCIAS,ESIKA,13.3,04-04-2023,Inconstantes
49925166,202306,PE,200108176,TRATAMIENTO FACIAL,LBEL,72,07-04-2023,Constantes 1
49925166,202306,PE,200105079,FRAGANCIAS,CYZONE,26.45,07-04-2023,Nuevas
49621140,202304,PE,210101671,PROMOCION USUARIOS,CYZONE,23,23-02-2023,Inconstantes
34460329,202303,PE,200092794,MAQUILLAJE,LBEL,30,13-02-2023,Nuevas
50012395,202301,PE,200105880,MAQUILLAJE,CYZONE,50.9,19-12-2022,Inconstantes
48551114,202303,PE,200095158,CUIDADO PERSONAL,ESIKA,7.07,10-02-2023,Constantes 2
47590043,202303,PE,200102519,MAQUILLAJE,ESIKA,48.9,06-02-2023,Constantes 3
49264844,202303,PE,200113791,MAQUILLAJE,CYZONE,11.98,17-02-2023,Nuevas
50388549,202307,PE,200103327,MAQUILLAJE,ESIKA,27.9,12-05-2023,Nuevas
49923171,202303,PE,210097119,HOGAR,CYZONE,23.5,02-02-2023,Constantes 1
46495217,202301,PE,200113242,TRATAMIENTO CORPORAL,ESIKA,24.9,27-12-2022,Nuevas
41399422,202305,PE,200095374,CUIDADO PERSONAL,ESIKA,5.3,24-03-2023,Inconstantes
41941847,202303,PE,200106644,MAQUILLAJE,ESIKA,16.9,31-01-2023,Inconstantes
41941847,202307,PE,200090337,CUIDADO PERSONAL,ESIKA,23.9,27-04-2023,Inconstantes
47979439,202303,PE,200082674,FRAGANCIAS,ESIKA,27.9,10-02-2023,Constantes 1
50388549,202307,PE,210103548,BIJOUTERIE,ESIKA,39.9,12-05-2023,Nuevas
50388549,202307,PE,200106463,MAQUILLAJE,ESIKA,19.9,12-05-2023,Constantes 3
36838736,202305,PE,200108408,FRAGANCIAS,ESIKA,8.5,13-03-2023,Constantes 3
50180832,202305,PE,200083902,FRAGANCIAS,ESIKA,43.9,22-03-2023,Nuevas
47423058,202307,PE,200103354,MAQUILLAJE,ESIKA,11.24,13-05-2023,Constantes 3
50063321,202305,PE,210098481,MAQUILLAJE,ESIKA,46.9,14-03-2023,Constantes 3
38933175,202306,PE,200105017,FRAGANCIAS,CYZONE,11.9,17-04-2023,Constantes 2
50388549,202307,PE,200105208,TRATAMIENTO CORPORAL,LBEL,18,12-05-2023,Inconstantes
36910046,202306,PE,210102060,HOGAR,CYZONE,34.9,21-04-2023,Constantes 3
50388549,202307,PE,200064310,FRAGANCIAS,ESIKA,17.45,12-05-2023,Constantes 3
50028100,202302,PE,200089508,TRATAMIENTO CORPORAL,ESIKA,21.9,19-01-2023,Constantes 2
41941847,202304,PE,200113793,MAQUILLAJE,CYZONE,24.9,01-03-2023,Constantes 2
9319727,202306,PE,200099047,FRAGANCIAS,ESIKA,39.62,21-04-2023,Constantes 2
50332829,202306,PE,200103963,TRATAMIENTO CORPORAL,LBEL,10.96,03-04-2023,Nuevas
11577490,202306,PE,210099608,BIJOUTERIE,CYZONE,42.9,14-04-2023,Nuevas
49163312,202306,PE,200095159,CUIDADO PERSONAL,ESIKA,7.38,12-04-2023,Nuevas
50297209,202303,PE,200086566,CUIDADO PERSONAL,ESIKA,25.9,06-02-2023,Constantes 3
41941847,202303,PE,200086399,FRAGANCIAS,LBEL,25.7,31-01-2023,Inconstantes
49437838,202303,PE,200107352,MAQUILLAJE,CYZONE,13.9,31-01-2023,Inconstantes
