CODEBELISTA,FECHAPROCESO,total_price
52474183,11/5/2024,20.9
52474183,7/17/2024,7.38
52474183,8/14/2024,14.95
52474183,9/20/2024,79.9
52474183,9/3/2024,13.3
52474191,10/10/2024,49.9
52474191,11/6/2024,34.9
52474191,7/18/2024,23.9
52474191,8/8/2024,50.0
52474191,9/20/2024,32.9
52474191,9/4/2024,26.0
52478715,10/24/2024,14.9
52478715,10/3/2024,30.9
52478715,11/14/2024,23.9
52478715,7/17/2024,49.9
52478715,8/28/2024,9.02
52478715,8/8/2024,19.9
52478715,9/12/2024,18.9
52484251,10/28/2024,14.95
52484251,10/7/2024,54.9
52484251,11/19/2024,24.9
52484251,7/18/2024,19.9
52484251,8/23/2024,13.38
52484251,8/9/2024,32.9
52484251,9/16/2024,29.0
52485088,10/28/2024,33.3
52485088,10/3/2024,14.95
52485088,7/17/2024,19.95
52485088,8/27/2024,16.9
52485088,8/8/2024,7.38
52485088,9/11/2024,12.45
52486300,10/2/2024,12.9
52486300,10/25/2024,39.9
52486300,11/13/2024,49.9
52486300,7/16/2024,6.1
52486300,8/27/2024,24.9
52486300,8/6/2024,9.9
52486300,9/16/2024,16.47
52502403,10/28/2024,59.9
52502403,10/4/2024,7.38
52502403,7/22/2024,7.38
52502403,8/13/2024,24.9
52502403,9/16/2024,29.9
52502403,9/2/2024,7.38
52504589,10/14/2024,34.95
52504589,10/28/2024,8.12
52504589,11/22/2024,0.46
52504589,8/12/2024,26.9
52504589,9/23/2024,29.9
52504589,9/3/2024,16.9
52508800,10/25/2024,5.49
52508800,10/4/2024,15.3
52508800,7/22/2024,18.9
52508800,8/29/2024,52.9
52508800,8/8/2024,29.9
52508800,9/13/2024,39.9
52508843,10/25/2024,17.9
52508843,10/3/2024,20.9
52508843,11/20/2024,64.9
52508843,7/22/2024,35.0
52508843,8/12/2024,14.9
52508843,8/30/2024,87.9
52508843,9/17/2024,44.9
52559936,10/1/2024,10.0
52559936,10/21/2024,39.9
52559936,11/5/2024,12.45
52559936,8/20/2024,34.9
52559936,8/6/2024,29.9
52559936,9/10/2024,19.92
52567297,10/14/2024,39.9
52567297,11/4/2024,11.45
52567297,8/19/2024,44.9
52567297,8/7/2024,14.49
52567297,9/12/2024,8.3
52567297,9/23/2024,19.32
