CODEBELISTA,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIOOFERTA,FECHAPROCESO
34216002,210103888,PROMOCION USUARIOS,LBEL,0.1,4/13/2023
42670251,210090137,BIJOUTERIE,ESIKA,21.9,4/7/2023
49864310,200111234,TRATAMIENTO FACIAL,ESIKA,42.9,4/22/2023
49864310,210101279,BIJOUTERIE,CYZONE,25.9,4/22/2023
48433154,200109872,FRAGANCIAS,CYZONE,13.3,4/14/2023
50476650,200099199,MUESTRAS COSMETICOS,LBEL,1.5,4/14/2023
49401760,200106577,MAQUILLAJE,CYZONE,21.9,4/12/2023
49642350,200102430,FRAGANCIAS,ESIKA,13.3,4/14/2023
46587790,200105041,FRAGANCIAS,ESIKA,31.9,4/7/2023
49434669,200089488,TRATAMIENTO CORPORAL,ESIKA,31.63,3/27/2023
50432777,200106445,MAQUILLAJE,ESIKA,14.97,4/4/2023
49728603,210083802,VARIOS,CYZONE,12.9,4/5/2023
45697525,200102109,MAQUILLAJE,CYZONE,10.99,4/12/2023
46779789,200113953,FRAGANCIAS,ESIKA,18.78,4/12/2023
11976964,210091447,HOGAR,CYZONE,23.9,4/3/2023
46611063,200082687,CUIDADO PERSONAL,ESIKA,15,4/8/2023
50349691,210104377,BIJOUTERIE,ESIKA,39.9,4/13/2023
33529260,200106592,MAQUILLAJE,CYZONE,17.9,4/11/2023
47383358,200109874,FRAGANCIAS,CYZONE,39.9,4/3/2023
11692060,210092767,MAQUILLAJE,ESIKA,12.5,4/10/2023
50438384,200103717,MAQUILLAJE,ESIKA,26.9,4/11/2023
50496473,200039855,FRAGANCIAS,CYZONE,31.21,4/14/2023
31826446,200113720,MAQUILLAJE,CYZONE,11.98,4/14/2023
50366901,200102282,MAQUILLAJE,ESIKA,22.45,4/14/2023
40764801,210101485,COMPLEMENTOS,CYZONE,74.9,3/16/2023
39592525,200108505,CUIDADO PERSONAL,ESIKA,20.9,3/23/2023
39592525,200103441,CUIDADO PERSONAL,ESIKA,7.38,4/18/2023
50476650,200073557,TRATAMIENTO FACIAL,LBEL,30,4/14/2023
50368645,200088133,FRAGANCIAS,ESIKA,27.47,4/12/2023
33529260,200109167,MAQUILLAJE,CYZONE,22.9,4/11/2023
48047378,210097849,COMPLEMENTOS,CYZONE,49.9,4/17/2023
42759880,200106290,FRAGANCIAS,ESIKA,13.3,4/11/2023
49642350,200086399,FRAGANCIAS,LBEL,13.3,4/14/2023
33529260,210100526,MAQUILLAJE,CYZONE,23.9,3/21/2023
46587790,200095464,CUIDADO PERSONAL,ESIKA,7.38,4/7/2023
48177719,200111996,MAQUILLAJE,CYZONE,17.9,3/23/2023
39592525,210100495,MAQUILLAJE,CYZONE,7.9,4/18/2023
45697525,200102107,MAQUILLAJE,CYZONE,10.99,4/12/2023
48297765,200103922,MAQUILLAJE,CYZONE,22.9,4/12/2023
50496473,210102062,HOGAR,CYZONE,69.9,4/14/2023
49864310,210103637,BIJOUTERIE,ESIKA,24.9,4/1/2023
50034054,200103028,CUIDADO PERSONAL,ESIKA,10.5,3/20/2023
50387488,200106442,MAQUILLAJE,ESIKA,19.9,3/27/2023
50366901,200095864,FRAGANCIAS,LBEL,64.37,4/14/2023
50545385,210102585,COMPLEMENTOS,CYZONE,14.4,5/10/2023
48341519,200106284,FRAGANCIAS,ESIKA,52.9,5/5/2023
46779789,200105017,FRAGANCIAS,CYZONE,17.45,4/12/2023
49968221,200103027,CUIDADO PERSONAL,ESIKA,22.9,4/14/2023
34216002,200102045,FRAGANCIAS,ESIKA,19.95,4/13/2023
42909386,200106453,MAQUILLAJE,ESIKA,19.9,3/24/2023
47430550,200112904,MAQUILLAJE,CYZONE,17.9,4/13/2023
48433154,200103922,MAQUILLAJE,CYZONE,22.9,4/14/2023
34191115,200090452,FRAGANCIAS,ESIKA,37.52,3/24/2023
50366901,210096240,MAQUILLAJE,ESIKA,16.9,4/14/2023
33529260,200098962,MAQUILLAJE,LBEL,32,4/11/2023
30803868,200110346,MAQUILLAJE,ESIKA,21.9,3/23/2023
47499070,200111234,TRATAMIENTO FACIAL,ESIKA,19.95,4/17/2023
49931050,200095159,CUIDADO PERSONAL,ESIKA,7.37,4/17/2023
44109905,210095249,CUIDADO PERSONAL,CYZONE,16.45,4/13/2023
50405737,210095995,MAQUILLAJE,ESIKA,16.9,3/7/2023
50156648,200107083,MAQUILLAJE,ESIKA,42.9,4/12/2023
50387488,210102015,COMPLEMENTOS,CYZONE,54.9,3/3/2023
33905173,200103961,TRATAMIENTO CORPORAL,LBEL,12.89,4/25/2023
50438384,200090346,CUIDADO PERSONAL,ESIKA,23.9,4/11/2023
48346014,210101992,COMPLEMENTOS,CYZONE,46.9,4/13/2023
49968221,200108048,FRAGANCIAS,CYZONE,24.9,4/14/2023
46611063,200090452,FRAGANCIAS,ESIKA,37.52,3/14/2023
50405737,200064310,FRAGANCIAS,ESIKA,16.5,4/17/2023
39592525,200102110,MAQUILLAJE,CYZONE,14.95,4/18/2023
49728603,200098519,FRAGANCIAS,ESIKA,8.5,3/16/2023
49864310,210101318,BIJOUTERIE,ESIKA,54.9,4/22/2023
49864310,210100495,MAQUILLAJE,CYZONE,7.9,4/22/2023
46611063,200103354,MAQUILLAJE,ESIKA,10,4/25/2023
50409260,200090346,CUIDADO PERSONAL,ESIKA,23.9,4/7/2023
39592525,200107883,CUIDADO PERSONAL,CYZONE,11.9,4/18/2023
49961014,200094217,FRAGANCIAS,ESIKA,42.9,4/8/2023
49470762,210102062,HOGAR,CYZONE,69.9,4/3/2023
49931050,200092456,TRATAMIENTO CORPORAL,ESIKA,24.9,4/17/2023
50405737,210102039,COMPLEMENTOS,CYZONE,29.9,4/17/2023
49470762,200109537,CUIDADO PERSONAL,ESIKA,7.63,3/13/2023
42759880,200106448,MAQUILLAJE,ESIKA,19.9,10/23/2023
50432777,200102109,MAQUILLAJE,CYZONE,11.43,10/23/2023
50432777,210102042,COMPLEMENTOS,CYZONE,24.9,10/23/2023
42759880,200097947,FRAGANCIAS,CYZONE,38.33,10/23/2023
42759880,210100408,CUIDADO PERSONAL,CYZONE,23.9,10/23/2023
49470762,200109584,FRAGANCIAS,ESIKA,44.9,10/23/2023
49470762,200108408,FRAGANCIAS,ESIKA,25,10/23/2023
42759880,200093883,FRAGANCIAS,ESIKA,14.95,10/23/2023
42759880,200114997,TRATAMIENTO CORPORAL,LBEL,40,10/23/2023
51056906,200106161,TRATAMIENTO CORPORAL,CYZONE,4.9,10/23/2023
42759880,200110088,CUIDADO PERSONAL,LBEL,19.9,10/23/2023
42759880,200102109,MAQUILLAJE,CYZONE,14.95,10/23/2023
42759880,200090352,TRATAMIENTO CORPORAL,ESIKA,32.9,10/23/2023
42759880,200090364,TRATAMIENTO CORPORAL,ESIKA,32.9,10/23/2023
49877986,200105188,CUIDADO PERSONAL,ESIKA,7.38,5/8/2023
42759880,200108409,FRAGANCIAS,ESIKA,18.34,1/31/2023
47430550,200105190,CUIDADO PERSONAL,ESIKA,5.1,3/2/2023
49864469,200112904,MAQUILLAJE,CYZONE,17.9,12/26/2022
48346014,200091357,FRAGANCIAS,ESIKA,29.9,6/16/2023
45697525,200113721,MAQUILLAJE,CYZONE,10.99,3/7/2023
49740433,200105017,FRAGANCIAS,CYZONE,14.95,1/11/2023
49470762,210098523,MAQUILLAJE,CYZONE,14.9,12/19/2022
39630249,200105989,TRATAMIENTO FACIAL,ESIKA,29.34,1/13/2023
50368645,200105655,CUIDADO PERSONAL,ESIKA,24.9,3/22/2023
50639266,200095158,CUIDADO PERSONAL,ESIKA,5.1,6/16/2023
44413795,210102015,COMPLEMENTOS,CYZONE,54.9,2/23/2023
48341519,200105986,MAQUILLAJE,LBEL,16.5,2/6/2023
40307516,210102044,COMPLEMENTOS,CYZONE,46.9,6/20/2023
46114531,200098555,FRAGANCIAS,ESIKA,54.95,4/3/2023
49506570,210102012,COMPLEMENTOS,CYZONE,66.9,2/18/2023
49961014,210102363,BIJOUTERIE,ESIKA,39.9,2/3/2023
47097371,200095170,CUIDADO PERSONAL,ESIKA,7.38,1/18/2023
49599102,200103919,MAQUILLAJE,CYZONE,15.9,1/13/2023
33905173,200106304,FRAGANCIAS,ESIKA,37.9,4/4/2023
50368645,200105079,FRAGANCIAS,CYZONE,21.9,5/24/2023
50405737,200111352,FRAGANCIAS,ESIKA,89.9,6/19/2023
47412552,200107442,MAQUILLAJE,CYZONE,31.9,2/24/2023
49864469,200090352,TRATAMIENTO CORPORAL,ESIKA,28.9,1/17/2023
49740433,200111995,MAQUILLAJE,CYZONE,12.1,1/31/2023
43767909,200090452,FRAGANCIAS,ESIKA,39.9,1/10/2023
48893864,200112610,MAQUILLAJE,ESIKA,28.9,3/2/2023
48047378,200090349,CUIDADO PERSONAL,ESIKA,23.9,1/23/2023
4623541,200108747,MAQUILLAJE,ESIKA,40.9,2/6/2023
45697525,200102102,MAQUILLAJE,CYZONE,10.99,6/1/2023
49434669,210102331,BIJOUTERIE,ESIKA,34.9,12/12/2022
34191115,200090452,FRAGANCIAS,ESIKA,37.52,3/27/2023
8351554,200108408,FRAGANCIAS,ESIKA,16,6/19/2023
49621434,200101449,FRAGANCIAS,CYZONE,34.9,2/9/2023
50172864,210098883,MAQUILLAJE,CYZONE,26.9,2/21/2023
49588232,200089498,TRATAMIENTO CORPORAL,ESIKA,35.9,3/22/2023
48855490,210098470,MAQUILLAJE,CYZONE,13.9,1/11/2023
50405737,210102487,PROMOCION USUARIOS,ESIKA,60,6/19/2023
49705387,200109874,FRAGANCIAS,CYZONE,23.72,3/6/2023
49740433,210101490,PROMOCION USUARIOS,LBEL,46,6/9/2023
44196425,200078924,CUIDADO PERSONAL,ESIKA,22.9,4/14/2023
49389949,200086399,FRAGANCIAS,LBEL,13.3,4/5/2023
30803868,200102102,MAQUILLAJE,CYZONE,15.9,1/24/2023
49470762,210102135,RELOJES,ESIKA,129.9,2/21/2023
39625989,200098377,FRAGANCIAS,ESIKA,58.08,2/21/2023
46941012,210098701,COMPLEMENTOS,CYZONE,22.9,5/8/2023
47499070,200097066,CUIDADO PERSONAL,ESIKA,27.47,5/8/2023
49470762,200082687,CUIDADO PERSONAL,ESIKA,17.9,2/21/2023
50697932,200106446,MAQUILLAJE,ESIKA,14.95,5/23/2023
47383358,200102063,MAQUILLAJE,CYZONE,51.9,2/20/2023
46627121,200112474,TRATAMIENTO CORPORAL,LBEL,65,2/7/2023
33529260,200102430,FRAGANCIAS,ESIKA,41.24,4/11/2023
44109905,200094826,MAQUILLAJE,ESIKA,14.9,2/9/2023
39592525,210097974,COMPLEMENTOS,CYZONE,49.9,1/20/2023
49931050,200106446,MAQUILLAJE,ESIKA,19.9,5/12/2023
49206860,200082678,FRAGANCIAS,ESIKA,11.98,2/21/2023
45680231,210100408,CUIDADO PERSONAL,CYZONE,16.4,1/17/2023
49517033,200103920,MAQUILLAJE,CYZONE,16.72,12/26/2022
49931492,200095374,CUIDADO PERSONAL,ESIKA,7.57,1/10/2023
46779789,200109654,MAQUILLAJE,CYZONE,25.9,5/23/2023
40764801,200093883,FRAGANCIAS,ESIKA,30.9,2/22/2023
50291766,200105188,CUIDADO PERSONAL,ESIKA,7.63,2/27/2023
50291766,210099606,BIJOUTERIE,CYZONE,39.9,2/27/2023
50697932,200102061,FRAGANCIAS,ESIKA,18.88,5/23/2023
49657315,200095374,CUIDADO PERSONAL,ESIKA,9.92,5/6/2023
49599102,200086399,FRAGANCIAS,LBEL,39.9,4/10/2023
50349691,200097067,CUIDADO PERSONAL,ESIKA,32.9,3/21/2023
46779789,200099047,FRAGANCIAS,ESIKA,19.95,5/23/2023
50405737,200104231,TRATAMIENTO CORPORAL,ESIKA,35.9,5/8/2023
49864469,200108795,MAQUILLAJE,ESIKA,26.9,1/17/2023
46518039,200108728,TRATAMIENTO CORPORAL,LBEL,9.66,1/24/2023
33529260,200112608,MAQUILLAJE,ESIKA,24.9,5/23/2023
50529959,200105008,FRAGANCIAS,CYZONE,24.82,5/4/2023
49588232,200086399,FRAGANCIAS,LBEL,19.95,2/6/2023
49470762,210104013,COMPLEMENTOS,CYZONE,36.9,5/15/2023
48212689,200086399,FRAGANCIAS,LBEL,15,1/30/2023
44045680,210099579,HOGAR,CYZONE,44.9,1/12/2023
33529260,200099047,FRAGANCIAS,ESIKA,19.95,5/23/2023
20312556,200091357,FRAGANCIAS,ESIKA,26.9,12/22/2022
42265901,200094149,FRAGANCIAS,CYZONE,23.2,12/17/2022
44109905,200103354,MAQUILLAJE,ESIKA,23.9,2/23/2023
44196425,210099851,MAQUILLAJE,CYZONE,40.9,2/28/2023
49864310,200106284,FRAGANCIAS,ESIKA,31.9,1/20/2023
33740395,200115589,TRATAMIENTO FACIAL,ESIKA,30.9,11/14/2023
42759880,210097089,CUIDADO PERSONAL,LBEL,12.9,11/14/2023
42759880,200110703,TRATAMIENTO CORPORAL,CYZONE,13.15,11/14/2023
42759880,200109875,FRAGANCIAS,LBEL,24.95,11/14/2023
42759880,210103987,COMPLEMENTOS,CYZONE,64.9,11/14/2023
39625989,200092914,MAQUILLAJE,LBEL,25,11/14/2023
50172864,200102592,MAQUILLAJE,LBEL,27.5,1/31/2023
45494314,210092742,MAQUILLAJE,ESIKA,29.9,2/6/2023
33905173,200108892,TRATAMIENTO FACIAL,CYZONE,25.9,1/31/2023
34191115,200104391,TRATAMIENTO CORPORAL,LBEL,10,2/13/2023
45697525,200113791,MAQUILLAJE,CYZONE,11.39,2/15/2023
49397003,210101977,COMPLEMENTOS,CYZONE,51.9,1/18/2023
49389949,200091709,FRAGANCIAS,CYZONE,30.9,12/22/2022
40764801,200094857,MAQUILLAJE,ESIKA,19.9,2/2/2023
44045680,210102315,BIJOUTERIE,ESIKA,59.9,2/2/2023
49642350,210092693,MAQUILLAJE,LBEL,34,3/2/2023
33777957,210098202,BIJOUTERIE,ESIKA,79.9,2/24/2023
49642350,200109165,MAQUILLAJE,CYZONE,22.9,2/13/2023
33777957,200104873,CUIDADO PERSONAL,ESIKA,20.9,2/24/2023
48297765,200102430,FRAGANCIAS,ESIKA,13.3,4/12/2023
47499070,200095517,CUIDADO PERSONAL,ESIKA,19.9,2/10/2023
49961014,210098499,MAQUILLAJE,ESIKA,32.9,3/17/2023
42670251,200095158,CUIDADO PERSONAL,ESIKA,7.38,3/15/2023
49819226,200111352,FRAGANCIAS,ESIKA,41,4/26/2023
34216002,200098794,MAQUILLAJE,CYZONE,15.25,3/23/2023
34191115,200105017,FRAGANCIAS,CYZONE,29.9,3/24/2023
44109905,200089509,FRAGANCIAS,ESIKA,19.9,3/23/2023
50366901,200102430,FRAGANCIAS,ESIKA,69.9,3/31/2023
47430550,200109119,TRATAMIENTO CORPORAL,ESIKA,19.9,4/13/2023
31826446,200064310,FRAGANCIAS,ESIKA,15,2/7/2023
33905173,210096207,MAQUILLAJE,ESIKA,16.9,4/4/2023
50224287,210099254,BIJOUTERIE,ESIKA,19,4/14/2023
50368645,200105188,CUIDADO PERSONAL,ESIKA,5.1,4/12/2023
39625989,200089488,TRATAMIENTO CORPORAL,ESIKA,32.9,12/21/2022
4623541,210100667,COMPLEMENTOS,CYZONE,24.9,4/8/2023
38304471,200103027,CUIDADO PERSONAL,ESIKA,14.98,3/24/2023
50574822,200106449,MAQUILLAJE,ESIKA,16.45,4/18/2023
50224287,200113720,MAQUILLAJE,CYZONE,15.9,4/14/2023
50224287,200078944,CUIDADO PERSONAL,ESIKA,11.65,4/14/2023
31826446,200064341,CUIDADO PERSONAL,ESIKA,12.9,2/7/2023
48212689,200039855,FRAGANCIAS,CYZONE,31.21,4/7/2023
48346014,210098780,BIJOUTERIE,CYZONE,39.9,3/2/2023
49588232,200103922,MAQUILLAJE,CYZONE,22.9,2/6/2023
11692060,210101976,COMPLEMENTOS,CYZONE,48.45,1/20/2023
48765629,200089168,FRAGANCIAS,CYZONE,17.99,12/15/2022
48893864,210097974,COMPLEMENTOS,CYZONE,49.9,1/19/2023
49621434,200106567,MAQUILLAJE,CYZONE,14.9,12/26/2022
50302369,200105034,TRATAMIENTO FACIAL,CYZONE,15.1,2/23/2023
49864310,200099615,MAQUILLAJE,ESIKA,3.9,4/1/2023
49975686,200073557,TRATAMIENTO FACIAL,LBEL,28,2/13/2023
49434669,200108047,FRAGANCIAS,CYZONE,14.98,3/27/2023
46779789,200106356,FRAGANCIAS,CYZONE,44.8,3/2/2023
42670251,210100781,HOGAR,CYZONE,44.9,3/15/2023
48346014,200109649,TRATAMIENTO CORPORAL,CYZONE,12.9,3/2/2023
49877986,210100409,CUIDADO PERSONAL,LBEL,15.95,3/6/2023
44479885,200105041,FRAGANCIAS,ESIKA,33,2/16/2023
36949902,200111995,MAQUILLAJE,CYZONE,17.9,4/26/2023
49389949,200102351,MAQUILLAJE,ESIKA,20.9,3/16/2023
33777957,200105041,FRAGANCIAS,ESIKA,25.35,2/2/2023
50034054,200105017,FRAGANCIAS,CYZONE,26.9,2/24/2023
50086135,200089498,TRATAMIENTO CORPORAL,ESIKA,35.9,2/23/2023
44413795,200102430,FRAGANCIAS,ESIKA,51.22,2/2/2023
49961014,200101574,MAQUILLAJE,ESIKA,18.9,2/24/2023
49075782,210102057,COMPLEMENTOS,CYZONE,24.9,12/26/2022
50172864,200094826,MAQUILLAJE,ESIKA,19.9,1/31/2023
50530272,200113733,VARIOS,GENERICA,59.9,4/10/2023
49968221,400095667,N/A,CYZONE,3.3,2/10/2023
40764801,200103449,CUIDADO PERSONAL,CYZONE,8.9,1/2/2023
50491358,200103919,MAQUILLAJE,CYZONE,15.9,4/11/2023
48177719,200103026,CUIDADO PERSONAL,ESIKA,18.9,3/23/2023
42670251,200106453,MAQUILLAJE,ESIKA,10,2/21/2023
42670251,200082687,CUIDADO PERSONAL,ESIKA,17.9,2/21/2023
44047470,210092742,MAQUILLAJE,ESIKA,27.78,4/4/2023
42670251,200106441,MAQUILLAJE,ESIKA,19.9,2/21/2023
49728603,200095895,FRAGANCIAS,CYZONE,31.2,2/2/2023
11692060,210100667,COMPLEMENTOS,CYZONE,24.9,4/10/2023
42567566,200073558,TRATAMIENTO FACIAL,LBEL,9.9,2/24/2023
50302369,200105035,TRATAMIENTO FACIAL,CYZONE,13.9,2/23/2023
46611063,200064341,CUIDADO PERSONAL,ESIKA,21.9,4/8/2023
10459362,210102041,COMPLEMENTOS,CYZONE,22.9,1/9/2023
33777957,210100805,BIJOUTERIE,CYZONE,49.9,4/5/2023
49470762,200086399,FRAGANCIAS,LBEL,13.3,4/3/2023
49864469,210102014,COMPLEMENTOS,CYZONE,66.9,4/5/2023
47499070,210095249,CUIDADO PERSONAL,CYZONE,16.45,4/17/2023
46611063,200106356,FRAGANCIAS,CYZONE,28.49,4/8/2023
42759880,200086399,FRAGANCIAS,LBEL,13.3,4/11/2023
47499070,200105011,FRAGANCIAS,CYZONE,26.63,4/17/2023
41317310,200105195,CUIDADO PERSONAL,ESIKA,7.38,4/27/2023
33090625,210098528,MAQUILLAJE,CYZONE,12.9,3/21/2023
49401760,200113410,TRATAMIENTO CORPORAL,LBEL,34.9,12/12/2023
51356535,200109890,MAQUILLAJE,CYZONE,17.9,12/12/2023
44196425,200114091,MAQUILLAJE,ESIKA,29.9,12/7/2023
42759880,200106556,MAQUILLAJE,CYZONE,18.9,12/8/2023
51520653,200105041,FRAGANCIAS,ESIKA,24.98,12/5/2023
51356535,200095570,CUIDADO PERSONAL,ESIKA,7.11,12/12/2023
42759880,200110967,MAQUILLAJE,LBEL,26,12/8/2023
44045680,200106081,CUIDADO PERSONAL,ESIKA,9.9,12/11/2023
49401760,200103394,MAQUILLAJE,ESIKA,24.9,12/12/2023
48177719,200095374,CUIDADO PERSONAL,ESIKA,6.3,12/12/2023
51448413,200115587,FRAGANCIAS,CYZONE,32.9,12/8/2023
44045680,200108752,CUIDADO PERSONAL,ESIKA,16.5,12/11/2023
44045680,200106346,FRAGANCIAS,ESIKA,46.66,12/11/2023
42759880,200100838,FRAGANCIAS,ESIKA,44.9,12/8/2023
48177719,200105041,FRAGANCIAS,ESIKA,28,12/12/2023
49588232,200106356,FRAGANCIAS,CYZONE,28.9,12/12/2023
51356535,200100617,FRAGANCIAS,ESIKA,20,12/12/2023
48346014,210099853,MAQUILLAJE,CYZONE,59.9,11/27/2023
49588232,200082674,FRAGANCIAS,ESIKA,14.97,12/12/2023
49588232,200107852,TRATAMIENTO FACIAL,LBEL,59.5,12/12/2023
26864194,210103598,BIJOUTERIE,ESIKA,39.9,12/12/2023
48177719,210098462,MAQUILLAJE,CYZONE,13.9,12/12/2023
49711530,200091727,FRAGANCIAS,ESIKA,45.9,12/12/2023
49711530,210103997,COMPLEMENTOS,CYZONE,59.9,12/12/2023
49754906,200112561,CUIDADO PERSONAL,ESIKA,18.14,12/11/2023
49588232,200106455,MAQUILLAJE,ESIKA,9.9,12/12/2023
51254023,200105017,FRAGANCIAS,CYZONE,19.09,12/7/2023
44196425,200103354,MAQUILLAJE,ESIKA,24.9,12/7/2023
42670251,200106360,FRAGANCIAS,CYZONE,26.38,12/7/2023
36649356,200108160,FRAGANCIAS,LBEL,49.9,11/27/2023
44196425,200086399,FRAGANCIAS,LBEL,19.95,12/7/2023
51056906,200105079,FRAGANCIAS,CYZONE,15.9,12/7/2023
48177719,200105041,FRAGANCIAS,ESIKA,19.9,12/12/2023
26864194,210105919,BIJOUTERIE,CYZONE,39.9,12/12/2023
51448413,200095464,CUIDADO PERSONAL,ESIKA,5.56,12/8/2023
51096878,210095249,CUIDADO PERSONAL,CYZONE,19.9,12/8/2023
36649356,200111130,FRAGANCIAS,ESIKA,20,12/12/2023
45869830,210103933,COMPLEMENTOS,CYZONE,36.9,12/12/2023
36649356,200100838,FRAGANCIAS,ESIKA,44.9,12/12/2023
49588232,200090452,FRAGANCIAS,ESIKA,30,12/12/2023
48297765,200094217,FRAGANCIAS,ESIKA,42.9,12/12/2023
26864194,200109613,MAQUILLAJE,CYZONE,13.9,12/12/2023
36649356,200110090,CUIDADO PERSONAL,LBEL,24.5,12/12/2023
49711530,200100866,FRAGANCIAS,ESIKA,79.58,12/12/2023
36649356,200110113,CUIDADO PERSONAL,LBEL,29,12/12/2023
48177719,200108752,CUIDADO PERSONAL,ESIKA,13.3,12/12/2023
26864194,210101779,BIJOUTERIE,ESIKA,49.9,12/12/2023
49711530,200115585,FRAGANCIAS,CYZONE,44.67,12/12/2023
49711530,200100617,FRAGANCIAS,ESIKA,20,12/12/2023
51356535,200105017,FRAGANCIAS,CYZONE,19.9,12/12/2023
26864194,210098468,MAQUILLAJE,CYZONE,13.9,12/12/2023
49588232,200106852,FRAGANCIAS,LBEL,14.98,12/12/2023
36649356,200086399,FRAGANCIAS,LBEL,29.9,12/12/2023
48177719,200105218,TRATAMIENTO FACIAL,ESIKA,34.9,12/12/2023
49711530,210100298,PROMOCION USUARIOS,ESIKA,1,12/12/2023
49711530,210099696,PROMOCION USUARIOS,CYZONE,1.31,12/12/2023
48346014,200112309,MAQUILLAJE,CYZONE,17.9,11/27/2023
51356535,200090352,TRATAMIENTO CORPORAL,ESIKA,32.9,12/12/2023
49588232,200106606,MAQUILLAJE,CYZONE,16.9,12/12/2023
48177719,200110347,MAQUILLAJE,ESIKA,17.05,12/12/2023
48177719,200078944,CUIDADO PERSONAL,ESIKA,13.3,12/12/2023
50852121,200060760,FRAGANCIAS,CYZONE,24.8,7/1/2023
50387488,200110088,CUIDADO PERSONAL,LBEL,18.52,7/10/2023
50513580,200082674,FRAGANCIAS,ESIKA,12.3,7/13/2023
42670251,200039855,FRAGANCIAS,CYZONE,25,7/1/2023
50513580,200105195,CUIDADO PERSONAL,ESIKA,5.1,7/13/2023
42670251,200082687,CUIDADO PERSONAL,ESIKA,12.9,7/1/2023
42670251,200095170,CUIDADO PERSONAL,ESIKA,7.38,7/1/2023
50513580,200108674,CUIDADO PERSONAL,ESIKA,5.1,7/13/2023
50795365,200103923,MAQUILLAJE,CYZONE,22.9,7/14/2023
48346014,200108908,CUIDADO PERSONAL,CYZONE,16.9,6/16/2023
42909386,210101342,BIJOUTERIE,ESIKA,74.9,6/16/2023
45325695,200103448,CUIDADO PERSONAL,ESIKA,7.38,6/15/2023
50391108,200112293,MAQUILLAJE,CYZONE,11.5,6/19/2023
50405737,200103022,CUIDADO PERSONAL,ESIKA,13.3,6/19/2023
50545385,200086399,FRAGANCIAS,LBEL,29.9,6/19/2023
33905173,200110665,MAQUILLAJE,LBEL,26,6/6/2023
49961014,200108584,MAQUILLAJE,CYZONE,21.9,6/9/2023
50545385,200105041,FRAGANCIAS,ESIKA,33.33,6/19/2023
42382701,210101134,COMPLEMENTOS,CYZONE,26.9,6/19/2023
48346014,200060760,FRAGANCIAS,CYZONE,24.58,6/16/2023
50545385,200110368,MAQUILLAJE,CYZONE,18.9,6/19/2023
50545385,200102104,MAQUILLAJE,CYZONE,19.9,6/19/2023
50545385,200102104,MAQUILLAJE,CYZONE,10,6/19/2023
48433154,200112475,TRATAMIENTO FACIAL,ESIKA,23.5,6/19/2023
50391108,200094149,FRAGANCIAS,CYZONE,25.69,6/19/2023
8351554,200103354,MAQUILLAJE,ESIKA,35.9,6/19/2023
50391108,200084778,CUIDADO PERSONAL,CYZONE,15.9,6/19/2023
50291766,200090337,CUIDADO PERSONAL,ESIKA,19.9,6/16/2023
45325695,210098481,MAQUILLAJE,ESIKA,36.9,6/15/2023
48346014,210101546,PROMOCION USUARIOS,CYZONE,1.16,6/16/2023
50639266,200103022,CUIDADO PERSONAL,ESIKA,15.39,6/16/2023
48346014,200098673,FRAGANCIAS,ESIKA,11.98,6/16/2023
50545385,200098673,FRAGANCIAS,ESIKA,19.95,6/19/2023
50639266,200105188,CUIDADO PERSONAL,ESIKA,5.1,6/16/2023
48346014,200098673,FRAGANCIAS,ESIKA,33.9,6/16/2023
50513580,200102827,TRATAMIENTO CORPORAL,ESIKA,24.9,6/16/2023
8351554,200111352,FRAGANCIAS,ESIKA,89.9,6/19/2023
51056906,210104907,COMPLEMENTOS,CYZONE,19.9,1/11/2024
49728603,200095162,CUIDADO PERSONAL,ESIKA,6.81,1/11/2024
39061287,200106448,MAQUILLAJE,ESIKA,13.9,3/25/2024
45325695,200098673,FRAGANCIAS,ESIKA,38.22,3/25/2024
21793760,200109443,FRAGANCIAS,ESIKA,24.9,2/9/2024
21793760,200111134,MAQUILLAJE,CYZONE,14.9,2/9/2024
48433154,200110329,MAQUILLAJE,ESIKA,16.63,2/9/2024
21793760,200102059,MUESTRAS COSMETICOS,ESIKA,1.9,2/9/2024
26864194,200113793,MAQUILLAJE,CYZONE,16.9,2/9/2024
26864194,200113793,MAQUILLAJE,CYZONE,16.9,2/9/2024
48433154,200064310,FRAGANCIAS,ESIKA,12.45,2/9/2024
21793760,200112361,CUIDADO PERSONAL,ESIKA,24.9,2/9/2024
48346014,200073558,TRATAMIENTO FACIAL,LBEL,18.07,2/9/2024
48346014,200073558,TRATAMIENTO FACIAL,LBEL,18.07,2/9/2024
26864194,200102118,MAQUILLAJE,CYZONE,16.9,2/9/2024
26864194,200094941,FRAGANCIAS,CYZONE,25.9,2/9/2024
48605184,200115453,CUIDADO PERSONAL,ESIKA,24.9,4/11/2024
45325695,200112352,FRAGANCIAS,CYZONE,32.95,4/11/2024
45325695,200108752,CUIDADO PERSONAL,ESIKA,15.9,4/11/2024
51844726,200099047,FRAGANCIAS,ESIKA,39.9,4/11/2024
51347056,200115484,TRATAMIENTO FACIAL,CYZONE,25.9,4/11/2024
51520653,200103354,MAQUILLAJE,ESIKA,23.23,4/11/2024
46518039,200103022,CUIDADO PERSONAL,ESIKA,11.65,4/11/2024
51844726,200039855,FRAGANCIAS,CYZONE,37.9,4/11/2024
