CODEBELISTA,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIONORMALMN
50166147,200086399,FRAGANCIAS,LBEL,165
49712049,200097066,CUIDADO PERSONAL,ESIKA,71
50427919,200086399,FRAGANCIAS,LBEL,165
45934772,200060760,FRAGANCIAS,CYZONE,86
50141187,200112474,TRATAMIENTO CORPORAL,LBEL,104
47819504,400095724,N/A,GENERICA,0.8
50126323,200100872,MUESTRAS COSMETICOS,CYZONE,0.9
47841925,200103025,CUIDADO PERSONAL,ESIKA,68
44147165,200087691,TRATAMIENTO CORPORAL,ESIKA,84
49672470,210102356,BIJOUTERIE,ESIKA,115
9527508,200110959,MAQUILLAJE,LBEL,62
50067866,210098462,MAQUILLAJE,CYZONE,32
50064719,210100667,COMPLEMENTOS,CYZONE,42
8937435,200100926,FRAGANCIAS,ESIKA,92
46232917,210102466,BIJOUTERIE,ESIKA,80
47660009,400095670,N/A,CYZONE,0.8
42059889,200093884,FRAGANCIAS,ESIKA,58
44147165,200102092,MAQUILLAJE,CYZONE,38
50302342,200108807,CUIDADO PERSONAL,ESIKA,18
43768565,200105017,FRAGANCIAS,CYZONE,120
50392856,200095464,CUIDADO PERSONAL,ESIKA,18
50355063,210102020,COMPLEMENTOS,CYZONE,150
49672470,210091550,TRATAMIENTO FACIAL,CYZONE,24
50166147,200064310,FRAGANCIAS,ESIKA,46
49864086,210102086,PROMOCION USUARIOS,ESIKA,90
47850487,200107337,TRATAMIENTO FACIAL,CYZONE,52
49950144,400095703,N/A,LBEL,0.8
11558585,400097836,N/A,GENERICA,0.11
42779806,200102430,FRAGANCIAS,ESIKA,160
47567165,400097715,N/A,GENERICA,0.23
50545121,400095688,N/A,ESIKA,0.8
45934772,400097556,N/A,GENERICA,0.08
47841925,200107337,TRATAMIENTO FACIAL,CYZONE,54
50315282,400095690,N/A,ESIKA,0.8
48548873,400097717,N/A,GENERICA,0.11
50315282,400095722,N/A,GENERICA,0.8
50291952,200106443,MAQUILLAJE,ESIKA,0
49950144,200095426,CUIDADO PERSONAL,CYZONE,18
48755488,400095705,N/A,LBEL,0.8
46232917,400097342,N/A,GENERICA,0.13
42852902,400097342,N/A,GENERICA,0.13
49585799,200072913,FRAGANCIAS,ESIKA,44
49021348,200106359,MUESTRAS COSMETICOS,CYZONE,1.1
48992420,200064310,FRAGANCIAS,ESIKA,46
49328311,400095689,N/A,ESIKA,0.8
50573265,400095725,N/A,GENERICA,0.8
47841925,200086566,CUIDADO PERSONAL,ESIKA,59
50381781,400095722,N/A,GENERICA,0.8
50382702,400095706,N/A,LBEL,0.8
49950519,200106535,MAQUILLAJE,ESIKA,48
11558585,400097342,N/A,GENERICA,0.13
48506224,210099254,BIJOUTERIE,ESIKA,80
49962444,200109465,MUESTRAS COSMETICOS,ESIKA,1
48506224,200109465,MUESTRAS COSMETICOS,ESIKA,1
50529169,200108908,CUIDADO PERSONAL,CYZONE,34
31963354,200106358,MUESTRAS COSMETICOS,CYZONE,1.9
50126323,400095684,N/A,ESIKA,0.08
50302342,220046096,N/A,GENERICA,40
50355063,400095687,N/A,ESIKA,0.8
49995598,400095720,N/A,GENERICA,0.08
50006069,400097557,N/A,GENERICA,0.23
49187912,400095706,N/A,LBEL,0.8
37270350,400095723,N/A,GENERICA,0.8
49734026,210102089,PROMOCION USUARIOS,ESIKA,85
49925905,210100409,CUIDADO PERSONAL,LBEL,38
50085473,200106559,MAQUILLAJE,CYZONE,32
43768565,200099047,FRAGANCIAS,ESIKA,130
43853007,400095725,N/A,GENERICA,0.8
48849202,210097120,HOGAR,CYZONE,58
46189302,200103028,CUIDADO PERSONAL,ESIKA,29
49730136,400095705,N/A,LBEL,0.8
47506220,400095671,N/A,CYZONE,0.8
11558585,210095652,MAQUILLAJE,CYZONE,36.67
43609947,400097772,N/A,GENERICA,0.23
50229459,200102089,MAQUILLAJE,CYZONE,34
49328311,210099151,BIJOUTERIE,ESIKA,80
49986777,400095704,N/A,LBEL,0.8
49995598,200102102,MAQUILLAJE,CYZONE,38
47841925,200106606,MAQUILLAJE,CYZONE,38
43768565,210100298,PROMOCION USUARIOS,ESIKA,3
20810254,400095672,N/A,CYZONE,0.8
50126323,400095725,N/A,GENERICA,0.8
46504577,210097030,CUIDADO PERSONAL,LBEL,21
49950519,200110160,MUESTRAS COSMETICOS,ESIKA,1.1
49532296,200105079,FRAGANCIAS,CYZONE,60
49949855,200102430,FRAGANCIAS,ESIKA,160
49347065,210098531,MAQUILLAJE,CYZONE,38
47076404,200083615,FRAGANCIAS,CYZONE,70
50006069,400095722,N/A,GENERICA,0.8
30993470,200086566,CUIDADO PERSONAL,ESIKA,59
50253449,210099254,BIJOUTERIE,ESIKA,80
49661266,400095689,N/A,ESIKA,0.8
44066882,200098794,MAQUILLAJE,CYZONE,38
50382702,200098259,MAQUILLAJE,CYZONE,26
50085473,200099208,MAQUILLAJE,LBEL,117
49167911,200109795,MUESTRAS COSMETICOS,CYZONE,1
50392856,200106911,FRAGANCIAS,LBEL,62
49719973,200106311,MUESTRAS COSMETICOS,ESIKA,1.2
50234738,200105079,FRAGANCIAS,CYZONE,60
49950144,200103354,MAQUILLAJE,ESIKA,56
47660009,200103327,MAQUILLAJE,ESIKA,56
47660009,210102141,LENTES,ESIKA,120
46189302,210100496,MAQUILLAJE,CYZONE,19
1156543,200102282,MAQUILLAJE,ESIKA,48
49596219,200093883,FRAGANCIAS,ESIKA,62
49864086,210105070,VARIOS,GENERICA,0.27
43609947,200098757,TRATAMIENTO CORPORAL,ESIKA,40
49940661,210095994,MAQUILLAJE,ESIKA,38
50315282,200106488,TRATAMIENTO FACIAL,CYZONE,40
44322722,200091900,MAQUILLAJE,CYZONE,26
44322722,210094271,BIJOUTERIE,ESIKA,100
50419819,210095652,MAQUILLAJE,CYZONE,36.67
50291952,400097658,N/A,GENERICA,0.11
49585799,210102010,COMPLEMENTOS,CYZONE,139
44545187,400097341,N/A,GENERICA,0.8
46189302,210101257,COMPLEMENTOS,CYZONE,103
50419819,200095182,TRATAMIENTO CORPORAL,CYZONE,38
50108139,200102351,MAQUILLAJE,ESIKA,48
45934772,220046096,N/A,GENERICA,40
49925905,210095993,MAQUILLAJE,ESIKA,38
50412725,200113734,VARIOS,GENERICA,87.9
8601089,200108807,CUIDADO PERSONAL,ESIKA,18
47841925,200102109,MAQUILLAJE,CYZONE,38
50427919,200109872,FRAGANCIAS,CYZONE,80
11558585,200113792,MAQUILLAJE,CYZONE,38
20810254,210095652,MAQUILLAJE,CYZONE,40
49585799,200109465,MUESTRAS COSMETICOS,ESIKA,1
50291952,200103540,MAQUILLAJE,ESIKA,36
48755488,210103458,COMPLEMENTOS,CYZONE,134
49924402,210102389,BIJOUTERIE,ESIKA,110
47841925,210100409,CUIDADO PERSONAL,LBEL,38
49962444,200103025,CUIDADO PERSONAL,ESIKA,66
48755488,400095688,N/A,ESIKA,0.8
50382702,400095725,N/A,GENERICA,0.8
31963354,200102430,FRAGANCIAS,ESIKA,160
36784105,210101248,COMPLEMENTOS,CYZONE,97
31963354,200106296,MUESTRAS COSMETICOS,ESIKA,190
31617065,200107184,MAQUILLAJE,CYZONE,38
50419819,400095689,N/A,ESIKA,0.8
31963354,200105000,FRAGANCIAS,LBEL,132
50302342,400097638,N/A,GENERICA,0.23
43768565,200102430,FRAGANCIAS,ESIKA,160
45934772,210091733,BIJOUTERIE,ESIKA,80
49734026,200105017,FRAGANCIAS,CYZONE,60
43609947,400095725,N/A,GENERICA,0.8
50061957,210100409,CUIDADO PERSONAL,LBEL,38
20616164,210097423,COMPLEMENTOS,CYZONE,139
49950144,200109465,MUESTRAS COSMETICOS,ESIKA,1
50167666,400096764,N/A,GENERICA,0.04
49672470,200108585,MAQUILLAJE,CYZONE,36
44147165,400095688,N/A,ESIKA,0.8
44069326,200105041,FRAGANCIAS,ESIKA,78
50136752,400095689,N/A,ESIKA,0.8
47819504,200102045,FRAGANCIAS,ESIKA,160
50141187,200083596,TRATAMIENTO CORPORAL,LBEL,104
50331903,210097484,MAQUILLAJE,CYZONE,46
49360827,200095170,CUIDADO PERSONAL,ESIKA,18
49950144,200107355,MAQUILLAJE,CYZONE,28
48992420,400097658,N/A,GENERICA,0.11
49021348,400095706,N/A,LBEL,0.8
47850487,400095670,N/A,CYZONE,0.8
49360827,200098086,TRATAMIENTO CORPORAL,ESIKA,56
44147165,210099305,BIJOUTERIE,ESIKA,55
48849202,200064310,FRAGANCIAS,ESIKA,46
31963354,200109465,MUESTRAS COSMETICOS,ESIKA,190
43256556,200097067,CUIDADO PERSONAL,ESIKA,72
48849202,400097715,N/A,GENERICA,0.23
50381781,400095724,N/A,GENERICA,0.8
50167666,200113721,MAQUILLAJE,CYZONE,38
20810254,200103354,MAQUILLAJE,ESIKA,56
49360827,200108674,CUIDADO PERSONAL,ESIKA,18
50494330,200108807,CUIDADO PERSONAL,ESIKA,18
34638101,400095689,N/A,ESIKA,0.8
50440486,210098471,MAQUILLAJE,CYZONE,32
48849202,210095249,CUIDADO PERSONAL,CYZONE,48
50412725,210103637,BIJOUTERIE,ESIKA,75
42779806,200106290,FRAGANCIAS,ESIKA,160
50234738,400097717,N/A,GENERICA,0.11
50427919,400095705,N/A,LBEL,0.8
50283925,200106304,FRAGANCIAS,ESIKA,86
29951527,210086462,CUIDADO PERSONAL,ESIKA,39
50402916,210099696,PROMOCION USUARIOS,CYZONE,1.5
8937435,200103022,CUIDADO PERSONAL,ESIKA,36
48992420,200095153,CUIDADO PERSONAL,ESIKA,18
50382702,200103456,FRAGANCIAS,CYZONE,85
42958190,200102064,MAQUILLAJE,CYZONE,64
49661266,400097715,N/A,GENERICA,0.23
49940661,400095724,N/A,GENERICA,0.8
48506224,200107037,MAQUILLAJE,LBEL,104
50167666,200094864,MAQUILLAJE,ESIKA,32
49864086,200113673,MUESTRAS COSMETICOS,ESIKA,0.8
47506220,200106295,FRAGANCIAS,ESIKA,140
50427919,200083976,FRAGANCIAS,ESIKA,100
49950519,210100805,BIJOUTERIE,CYZONE,108
8601089,210102047,RELOJES,CYZONE,243
50331903,400097638,N/A,GENERICA,0.23
47819504,200103025,CUIDADO PERSONAL,ESIKA,68
49925905,400095724,N/A,GENERICA,0.8
36784105,210100409,CUIDADO PERSONAL,LBEL,38
41010398,400095689,N/A,ESIKA,0.8
50412725,210098206,BIJOUTERIE,ESIKA,120
46232917,200109872,FRAGANCIAS,CYZONE,80
50108139,200086399,FRAGANCIAS,LBEL,165
49695853,210098206,BIJOUTERIE,ESIKA,120
49995598,200103354,MAQUILLAJE,ESIKA,0
48849202,210096888,HOGAR,CYZONE,46
48755488,400095670,N/A,CYZONE,0.8
41010398,210100641,COMPLEMENTOS,CYZONE,131
49019718,200102092,MAQUILLAJE,CYZONE,38
50381781,210100298,PROMOCION USUARIOS,ESIKA,3
50331903,200105011,FRAGANCIAS,CYZONE,85
49328311,210090137,BIJOUTERIE,ESIKA,75
45170373,200098418,MAQUILLAJE,LBEL,54
49328311,200094864,MAQUILLAJE,ESIKA,30
44147165,210101991,COMPLEMENTOS,CYZONE,111
43256556,400095688,N/A,ESIKA,0.8
50136752,400097715,N/A,GENERICA,0.23
49949855,200106556,MAQUILLAJE,CYZONE,37
50014851,210101484,COMPLEMENTOS,CYZONE,131
50382702,200113737,VARIOS,GENERICA,105
25235746,400097717,N/A,GENERICA,0.11
49924402,200109796,MUESTRAS COSMETICOS,LBEL,0.1
49986777,400095706,N/A,LBEL,0.8
49950144,200113179,FRAGANCIAS,ESIKA,97
49360827,200103448,CUIDADO PERSONAL,ESIKA,18
50529169,200097947,FRAGANCIAS,CYZONE,80
47841925,400095725,N/A,GENERICA,0.8
49360827,200103918,MAQUILLAJE,CYZONE,38
49996853,400097638,N/A,GENERICA,0.23
20810254,210096493,PROMOCION USUARIOS,ESIKA,90
50291952,200094066,FRAGANCIAS,CYZONE,52
50402916,400095671,N/A,CYZONE,0.8
50108139,400097639,N/A,GENERICA,0.23
41010398,210100608,COMPLEMENTOS,CYZONE,119
45590461,200106561,MAQUILLAJE,CYZONE,32
49026714,210098530,MAQUILLAJE,CYZONE,38
48755488,200105041,FRAGANCIAS,ESIKA,78
47660009,400095688,N/A,ESIKA,0.8
50573265,200098673,FRAGANCIAS,ESIKA,154.7
46189302,210099254,BIJOUTERIE,ESIKA,80
20810254,210104277,BIJOUTERIE,ESIKA,80
46189302,200105125,CUIDADO PERSONAL,ESIKA,18
49950519,210102130,RELOJES,ESIKA,270
47076404,200095374,CUIDADO PERSONAL,ESIKA,18
50382702,210097484,MAQUILLAJE,CYZONE,46
50355063,200101481,FRAGANCIAS,CYZONE,52
31617065,200112959,MAQUILLAJE,ESIKA,52
47567165,200086566,CUIDADO PERSONAL,ESIKA,59
47856221,400095688,N/A,ESIKA,0.8
50419819,400095670,N/A,CYZONE,0.8
50166147,200108674,CUIDADO PERSONAL,ESIKA,18
20616164,210100407,CUIDADO PERSONAL,CYZONE,48
47660009,400095707,N/A,LBEL,0.8
49950519,200095500,FRAGANCIAS,ESIKA,99
31963354,200094149,FRAGANCIAS,CYZONE,80
50392856,210102338,BIJOUTERIE,ESIKA,100
50381781,200113736,VARIOS,GENERICA,87.9
42958190,210098206,BIJOUTERIE,ESIKA,120
49949855,200109465,MUESTRAS COSMETICOS,ESIKA,1
44322722,200084295,MAQUILLAJE,ESIKA,42
48775918,210101989,COMPLEMENTOS,CYZONE,139
42779806,200098568,MUESTRAS COSMETICOS,ESIKA,1.9
30547748,210097887,COMPLEMENTOS,CYZONE,150
47841925,400098289,N/A,CYZONE,2
47841925,400095730,N/A,GENERICA,0.08
47819504,200103919,MAQUILLAJE,CYZONE,38
50622401,200082652,CUIDADO PERSONAL,ESIKA,72
49019718,200095517,CUIDADO PERSONAL,ESIKA,42
42779806,200098755,TRATAMIENTO CORPORAL,ESIKA,0
47841925,200094858,MAQUILLAJE,ESIKA,33
49672470,200097067,CUIDADO PERSONAL,ESIKA,72
42779806,200102318,MUESTRAS COSMETICOS,ESIKA,14.9
47841925,210095652,MAQUILLAJE,CYZONE,40
47819504,200103920,MAQUILLAJE,CYZONE,38
47841925,200089168,FRAGANCIAS,CYZONE,80
7515758,200098674,MUESTRAS COSMETICOS,ESIKA,1.2
47660009,210102540,BIJOUTERIE,CYZONE,46
49483333,400097982,N/A,GENERICA,0.11
49672470,200078931,CUIDADO PERSONAL,ESIKA,36
47819504,200113793,MAQUILLAJE,CYZONE,38
30547748,200106346,FRAGANCIAS,ESIKA,1.8
50757765,200105015,MUESTRAS COSMETICOS,CYZONE,1.2
11558585,200110340,MAQUILLAJE,ESIKA,52
49672470,200089168,FRAGANCIAS,CYZONE,80
50738086,200107435,MAQUILLAJE,CYZONE,68
47841925,200093883,FRAGANCIAS,ESIKA,64
50757765,210101424,BIJOUTERIE,ESIKA,90
49672470,200095430,CUIDADO PERSONAL,CYZONE,18
30547748,400098286,N/A,GENERICA,0.54
47841925,200106557,MAQUILLAJE,CYZONE,34
50798917,200095182,TRATAMIENTO CORPORAL,CYZONE,38
49672470,200108408,FRAGANCIAS,ESIKA,100
47841925,200078931,CUIDADO PERSONAL,ESIKA,36
46504577,210095602,BIJOUTERIE,ESIKA,90
47841925,200114037,TRATAMIENTO FACIAL,LBEL,78
49672470,200113692,MUESTRAS COSMETICOS,LBEL,1.2
47841925,400098318,N/A,GENERICA,0.04
49986777,400095694,N/A,ESIKA,0.08
49672470,200083902,FRAGANCIAS,ESIKA,100
47841925,200088133,FRAGANCIAS,ESIKA,100
47841925,200106161,TRATAMIENTO CORPORAL,CYZONE,40
49672470,210100689,HOGAR,CYZONE,154
47841925,200078924,CUIDADO PERSONAL,ESIKA,36
49672470,200111319,FRAGANCIAS,LBEL,168
49986777,200105017,FRAGANCIAS,CYZONE,60
46504577,400095711,N/A,LBEL,0.08
30547748,210101426,BIJOUTERIE,ESIKA,90
21479853,400068882,N/A,GENERICA,0.08
50740617,200103354,MAQUILLAJE,ESIKA,56
21479853,200113107,FRAGANCIAS,LBEL,208
21479853,200105015,MUESTRAS COSMETICOS,CYZONE,0.1
21479853,200105986,MAQUILLAJE,LBEL,42
50740617,200111155,FRAGANCIAS,CYZONE,84
50740617,200113804,FRAGANCIAS,LBEL,160
50740617,400095716,N/A,LBEL,2
50740617,200105015,MUESTRAS COSMETICOS,CYZONE,0.1
21479853,200039855,FRAGANCIAS,CYZONE,86
50740617,200108506,CUIDADO PERSONAL,ESIKA,32
51047907,200112296,MAQUILLAJE,CYZONE,23
25235746,200109793,MUESTRAS COSMETICOS,CYZONE,1.5
51096290,200098962,MAQUILLAJE,LBEL,62
50814572,210101125,RELOJES,CYZONE,143
35898077,400095717,N/A,LBEL,4
50814572,210097996,RELOJES,CYZONE,155
30993470,210101998,COMPLEMENTOS,CYZONE,119
48549632,200085523,TRATAMIENTO FACIAL,LBEL,118
51132661,200086432,FRAGANCIAS,ESIKA,100
49483333,200095374,CUIDADO PERSONAL,ESIKA,18
48549632,200112551,MUESTRAS COSMETICOS,CYZONE,0.1
51017692,200112635,MAQUILLAJE,ESIKA,44
49026714,200115546,MUESTRAS COSMETICOS,LBEL,1.8
50814572,210103803,COMPLEMENTOS,CYZONE,88
50954382,400095699,N/A,ESIKA,4
11509169,200112705,MUESTRAS COSMETICOS,CYZONE,1.8
45717070,200082687,CUIDADO PERSONAL,ESIKA,46
51017692,200115546,MUESTRAS COSMETICOS,LBEL,1.8
48755488,200103449,CUIDADO PERSONAL,CYZONE,18
49986777,210101546,PROMOCION USUARIOS,CYZONE,1.9
50814572,210104383,COMPLEMENTOS,CYZONE,110
50954382,200105017,FRAGANCIAS,CYZONE,0
47998913,200098726,MUESTRAS COSMETICOS,ESIKA,1.8
45717070,400095729,N/A,GENERICA,0.08
50954382,200089507,FRAGANCIAS,ESIKA,100
51132661,200098726,MUESTRAS COSMETICOS,ESIKA,1.8
35898077,200098726,MUESTRAS COSMETICOS,ESIKA,1.8
44545187,200115546,MUESTRAS COSMETICOS,LBEL,1.8
49026714,200112300,MAQUILLAJE,CYZONE,23
30547748,210100847,LENTES,ESIKA,125
48755488,200106274,FRAGANCIAS,ESIKA,160
30993470,400099412,N/A,ESIKA,0.54
51096290,200098726,MUESTRAS COSMETICOS,ESIKA,0.1
49483333,400099412,N/A,ESIKA,0.54
51023331,200095159,CUIDADO PERSONAL,ESIKA,18
50954382,200111155,FRAGANCIAS,CYZONE,84
51158776,200115515,TRATAMIENTO FACIAL,CYZONE,40
48549632,400099412,N/A,ESIKA,0.54
49026714,200105655,CUIDADO PERSONAL,ESIKA,50
44147165,200112313,MAQUILLAJE,CYZONE,38
50954382,200105180,CUIDADO PERSONAL,CYZONE,22
51158776,200103963,TRATAMIENTO CORPORAL,LBEL,48
51171004,200109610,MAQUILLAJE,CYZONE,34
51206614,400095681,N/A,CYZONE,4
51132661,400099412,N/A,ESIKA,0.54
40065555,200090351,TRATAMIENTO CORPORAL,ESIKA,72
48548873,200106443,MAQUILLAJE,ESIKA,46
50427919,400095710,N/A,LBEL,0.4
31963354,200083596,TRATAMIENTO CORPORAL,LBEL,108
47660009,200109613,MAQUILLAJE,CYZONE,38
44069326,200082678,FRAGANCIAS,ESIKA,52
50382702,210102116,MAQUILLAJE,CYZONE,50
40065555,200091357,FRAGANCIAS,ESIKA,69
31963354,200090351,TRATAMIENTO CORPORAL,ESIKA,72
42958190,200092333,FRAGANCIAS,CYZONE,84
50427919,400095692,N/A,ESIKA,0.4
50427919,400097961,N/A,GENERICA,0.31
50573265,400095692,N/A,ESIKA,0.4
50529169,200106573,MAQUILLAJE,CYZONE,34
47660009,210102012,COMPLEMENTOS,CYZONE,139
47841925,200095153,CUIDADO PERSONAL,ESIKA,18
40065555,210103548,BIJOUTERIE,ESIKA,100
1156543,400095710,N/A,LBEL,0.4
50382702,200102110,MAQUILLAJE,CYZONE,38
47660009,400097984,N/A,GENERICA,0.11
47841925,400097961,N/A,GENERICA,0.31
31963354,400098039,N/A,LBEL,0.12
50412725,210099147,BIJOUTERIE,ESIKA,90
50382702,200113795,MAQUILLAJE,CYZONE,38
50392856,400096764,N/A,GENERICA,0.04
47660009,400097961,N/A,GENERICA,0.31
50392856,200105982,MAQUILLAJE,LBEL,42
46309758,400097984,N/A,GENERICA,0.11
40065555,400095673,N/A,CYZONE,0.4
50738086,200106650,MAQUILLAJE,ESIKA,39
50382702,210099581,HOGAR,CYZONE,79
47660009,210102580,COMPLEMENTOS,CYZONE,146
48548873,200105017,FRAGANCIAS,CYZONE,60
48549632,200095374,CUIDADO PERSONAL,ESIKA,18
42958190,400095692,N/A,ESIKA,0.4
50382702,200103920,MAQUILLAJE,CYZONE,38
47660009,200105219,TRATAMIENTO FACIAL,ESIKA,58
20616164,200109874,FRAGANCIAS,CYZONE,203
50412725,400097961,N/A,GENERICA,0.31
47856221,210104375,BIJOUTERIE,ESIKA,110
44272466,400097984,N/A,GENERICA,0.11
50382702,200104546,MAQUILLAJE,CYZONE,32
31963354,200106853,MUESTRAS COSMETICOS,LBEL,1.9
50738086,400097961,N/A,GENERICA,0.31
50742822,400095692,N/A,ESIKA,0.4
20616164,200113245,MUESTRAS COSMETICOS,LBEL,1.12
49950144,400095728,N/A,GENERICA,0.8
50412725,200101369,FRAGANCIAS,LBEL,176
49187912,200106446,MAQUILLAJE,ESIKA,46
49734026,210104255,BIJOUTERIE,CYZONE,62
49187912,400097984,N/A,GENERICA,0.11
50229459,400097984,N/A,GENERICA,0.11
50229459,200106356,FRAGANCIAS,CYZONE,60
50738086,400095674,N/A,CYZONE,0.4
31963354,400095692,N/A,ESIKA,0.4
50283925,200105335,FRAGANCIAS,LBEL,158
50392856,400095674,N/A,CYZONE,0.4
49950144,200102092,MAQUILLAJE,CYZONE,38
40065555,400095709,N/A,LBEL,0.08
50229459,400095692,N/A,ESIKA,0.4
50382702,200060760,FRAGANCIAS,CYZONE,86
50545121,200090452,FRAGANCIAS,ESIKA,96
50229459,400095691,N/A,ESIKA,4.3
50382702,200113791,MAQUILLAJE,CYZONE,38
40065555,200088259,FRAGANCIAS,ESIKA,100
50392856,400095728,N/A,GENERICA,0.8
50166147,200110347,MAQUILLAJE,ESIKA,52
45170373,210098462,MAQUILLAJE,CYZONE,32
49187912,200107364,MAQUILLAJE,CYZONE,28
47856221,200109610,MAQUILLAJE,CYZONE,38
50392856,210100065,BIJOUTERIE,ESIKA,100
50382702,210101437,BIJOUTERIE,ESIKA,80
47660009,400095674,N/A,CYZONE,0.4
50382702,200101159,CUIDADO PERSONAL,CYZONE,42
42958190,400068882,N/A,GENERICA,0.12
49021348,200107362,MAQUILLAJE,CYZONE,28
49471203,400097984,N/A,GENERICA,0.11
50412725,200084882,FRAGANCIAS,LBEL,196
42958190,200092333,FRAGANCIAS,CYZONE,84
42958190,210100663,COMPLEMENTOS,CYZONE,77
49950144,200106365,MUESTRAS COSMETICOS,CYZONE,1.2
50738086,200105005,FRAGANCIAS,CYZONE,67.8
50229459,200105011,FRAGANCIAS,CYZONE,85
49187912,210100298,PROMOCION USUARIOS,ESIKA,3
31963354,210100409,CUIDADO PERSONAL,LBEL,44
49950144,200106556,MAQUILLAJE,CYZONE,38
31963354,200113464,FRAGANCIAS,CYZONE,54
50427919,400096763,N/A,GENERICA,0.04
50382702,200109874,FRAGANCIAS,CYZONE,203
50392856,400095710,N/A,LBEL,0.4
50545121,200113742,VARIOS,GENERICA,99.9
50166147,210102580,COMPLEMENTOS,CYZONE,146
49471203,400095710,N/A,LBEL,0.4
50412725,200091235,MUESTRAS COSMETICOS,LBEL,1.9
50545121,400097984,N/A,GENERICA,0.11
47660009,200112608,MAQUILLAJE,ESIKA,58
34638101,200105125,CUIDADO PERSONAL,ESIKA,18
50392856,200109890,MAQUILLAJE,CYZONE,44
48548873,400095674,N/A,CYZONE,0.4
50382702,200102351,MAQUILLAJE,ESIKA,48
50229459,200103923,MAQUILLAJE,CYZONE,38
49187912,200106463,MAQUILLAJE,ESIKA,46
46309758,400095727,N/A,GENERICA,0.4
50738086,210100662,COMPLEMENTOS,CYZONE,88
11558585,200089987,MAQUILLAJE,CYZONE,29
31963354,200106295,FRAGANCIAS,ESIKA,150
50427919,400095674,N/A,CYZONE,0.4
50427919,210099769,BIJOUTERIE,ESIKA,110
40065555,200102111,MAQUILLAJE,CYZONE,38
40065555,200102111,MAQUILLAJE,CYZONE,38
31963354,200106854,FRAGANCIAS,LBEL,168
50738086,200112352,FRAGANCIAS,CYZONE,84
50738086,200112352,FRAGANCIAS,CYZONE,84
40065555,400097961,N/A,GENERICA,0.31
47819504,400097984,N/A,GENERICA,0.11
47819504,200103919,MAQUILLAJE,CYZONE,38
50757765,200111180,FRAGANCIAS,CYZONE,84
50412725,200090455,FRAGANCIAS,ESIKA,96
49734026,200100838,FRAGANCIAS,ESIKA,170
50412725,200104545,MAQUILLAJE,CYZONE,32
50529169,200111995,MAQUILLAJE,CYZONE,38
49734026,200099704,FRAGANCIAS,ESIKA,64
48549632,200086432,FRAGANCIAS,ESIKA,100
47819504,200113792,MAQUILLAJE,CYZONE,38
50529169,200106606,MAQUILLAJE,CYZONE,38
50412725,200100866,FRAGANCIAS,ESIKA,170
50757765,200102263,MAQUILLAJE,CYZONE,34
50412725,200108671,FRAGANCIAS,ESIKA,130
48549632,400095692,N/A,ESIKA,0.4
50412725,200099612,MAQUILLAJE,ESIKA,25
49734026,400097961,N/A,GENERICA,0.31
48549632,200090346,CUIDADO PERSONAL,ESIKA,50
50678954,400095692,N/A,ESIKA,0.4
50412725,400095728,N/A,GENERICA,0.8
50757765,200095158,CUIDADO PERSONAL,ESIKA,18
50529169,210102588,COMPLEMENTOS,CYZONE,128
50412725,200108408,FRAGANCIAS,ESIKA,96
49949855,200096568,MAQUILLAJE,CYZONE,88
45590461,210102026,COMPLEMENTOS,CYZONE,143
41010398,400095723,N/A,GENERICA,0.8
49187912,400095726,N/A,GENERICA,0.8
43768565,400095690,N/A,ESIKA,0.8
50014851,200102660,MAQUILLAJE,ESIKA,45
50427919,200106451,MAQUILLAJE,ESIKA,46
8601089,200090452,FRAGANCIAS,ESIKA,95
47076404,210102389,BIJOUTERIE,ESIKA,110
8601089,210084266,MAQUILLAJE,ESIKA,67
45590461,200103717,MAQUILLAJE,ESIKA,54
50166147,400097772,N/A,GENERICA,0.23
44322722,400095704,N/A,LBEL,0.8
47841925,210100298,PROMOCION USUARIOS,ESIKA,3
50061957,200095374,CUIDADO PERSONAL,ESIKA,18
49949855,200109538,FRAGANCIAS,LBEL,167
43256556,200083997,FRAGANCIAS,ESIKA,98
50382702,400096762,N/A,GENERICA,0.04
44147165,200112295,MAQUILLAJE,CYZONE,21
50291952,200111354,MUESTRAS COSMETICOS,ESIKA,1.1
8937435,210102013,COMPLEMENTOS,CYZONE,139
50167666,210096533,LENTES,ESIKA,115
34638101,200077440,MAQUILLAJE,LBEL,112
45590461,400097304,N/A,GENERICA,1.1
49865600,200091727,FRAGANCIAS,ESIKA,109
44147165,210100298,PROMOCION USUARIOS,ESIKA,3
20616164,200089508,TRATAMIENTO CORPORAL,ESIKA,40
50427919,400095690,N/A,ESIKA,0.8
20616164,210102576,COMPLEMENTOS,CYZONE,129
44069326,400095690,N/A,ESIKA,0.8
44069326,200106359,MUESTRAS COSMETICOS,CYZONE,1.1
44147165,200102282,MAQUILLAJE,ESIKA,48
20616164,210099118,BIJOUTERIE,ESIKA,120
44069326,210095246,CUIDADO PERSONAL,CYZONE,48
49950144,210100298,PROMOCION USUARIOS,ESIKA,3
50061957,200102079,MAQUILLAJE,ESIKA,46
50283925,200109465,MUESTRAS COSMETICOS,ESIKA,1
49187912,200109465,MUESTRAS COSMETICOS,ESIKA,1
39154064,210102464,COMPLEMENTOS,CYZONE,100
