CODEBELISTA,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIONORMALMN
50678954,210099094,BIJOUTERIE,ESIKA,120
49950519,200100838,FRAGANCIAS,ESIKA,180
49950519,400098420,N/A,LBEL,4
43609947,200113783,MUESTRAS COSMETICOS,CYZONE,1.8
51381351,200112561,CUIDADO PERSONAL,ESIKA,45
51132661,200090352,TRATAMIENTO CORPORAL,ESIKA,72
51381351,200090452,FRAGANCIAS,ESIKA,96
49925905,200113783,MUESTRAS COSMETICOS,CYZONE,1.8
49950519,200109169,MAQUILLAJE,CYZONE,38
31617065,400068882,N/A,GENERICA,0.08
51132661,200112530,TRATAMIENTO CORPORAL,ESIKA,60
49623615,210099696,PROMOCION USUARIOS,CYZONE,2.5
49925905,200111412,CUIDADO PERSONAL,CYZONE,46
47564417,200106161,TRATAMIENTO CORPORAL,CYZONE,4
49925905,200113721,MAQUILLAJE,CYZONE,38
51381351,400098438,N/A,GENERICA,4
1156543,200105017,FRAGANCIAS,CYZONE,60
50939138,400098438,N/A,GENERICA,4
51520793,200095430,CUIDADO PERSONAL,CYZONE,18
1156543,200102104,MAQUILLAJE,CYZONE,38
50678954,210102486,PROMOCION USUARIOS,ESIKA,190
50678954,200113781,FRAGANCIAS,CYZONE,60
49328311,200106452,MAQUILLAJE,ESIKA,46
51504771,200112307,FRAGANCIAS,ESIKA,100
49986777,200103963,TRATAMIENTO CORPORAL,LBEL,48
45294064,400098438,N/A,GENERICA,4
49925905,200113781,FRAGANCIAS,CYZONE,60
49925905,200105079,FRAGANCIAS,CYZONE,60
50990605,200078924,CUIDADO PERSONAL,ESIKA,36
30993470,400099990,N/A,GENERICA,0.54
51158776,200114037,TRATAMIENTO FACIAL,LBEL,70
31963354,200103025,CUIDADO PERSONAL,ESIKA,68
25235746,200106446,MAQUILLAJE,ESIKA,46
30993470,400098438,N/A,GENERICA,4
48505961,200095895,FRAGANCIAS,CYZONE,84
51158776,200113853,MAQUILLAJE,LBEL,36
31963354,210095249,CUIDADO PERSONAL,CYZONE,48
31963354,200095157,TRATAMIENTO CORPORAL,CYZONE,38
51504771,200114754,CUIDADO PERSONAL,LBEL,42
50402916,200104065,TRATAMIENTO FACIAL,LBEL,98
51504771,400098437,N/A,GENERICA,4
50402916,200108125,TRATAMIENTO CORPORAL,ESIKA,56
51504771,400098419,N/A,LBEL,4
51381351,200105070,MAQUILLAJE,LBEL,102
51520793,200113783,MUESTRAS COSMETICOS,CYZONE,1.8
51186826,200113540,TRATAMIENTO CORPORAL,LBEL,118
30993470,210097536,TRATAMIENTO CORPORAL,CYZONE,56
45294064,200109872,FRAGANCIAS,CYZONE,84
49925905,400098438,N/A,GENERICA,4
1156543,210103726,BIJOUTERIE,ESIKA,90
51024893,210101975,COMPLEMENTOS,CYZONE,108
47564417,200111393,CUIDADO PERSONAL,CYZONE,32
51033736,200090352,TRATAMIENTO CORPORAL,ESIKA,72
31963354,210100408,CUIDADO PERSONAL,CYZONE,48
50402916,200105017,FRAGANCIAS,CYZONE,60
50402916,200093883,FRAGANCIAS,ESIKA,66
48505961,200108768,CUIDADO PERSONAL,ESIKA,56
45294064,400098402,N/A,ESIKA,4
42487821,200095666,CUIDADO PERSONAL,CYZONE,18
50939138,200109631,TRATAMIENTO CORPORAL,ESIKA,68
31617065,200113955,MAQUILLAJE,ESIKA,64
49925905,400098402,N/A,ESIKA,4
49864086,200110345,MAQUILLAJE,ESIKA,54
50990605,200108473,MUESTRAS COSMETICOS,ESIKA,1.8
51381351,200106279,FRAGANCIAS,ESIKA,60
40065555,200092025,FRAGANCIAS,CYZONE,52
31617065,400098438,N/A,GENERICA,4
50990605,210101561,BIJOUTERIE,ESIKA,90
51024893,200112361,CUIDADO PERSONAL,ESIKA,59
51381351,200115062,TRATAMIENTO FACIAL,LBEL,40
50990605,200086432,FRAGANCIAS,ESIKA,100
50939138,400098384,N/A,CYZONE,4
1156543,210098466,MAQUILLAJE,CYZONE,32
49925905,210103942,COMPLEMENTOS,CYZONE,40
51132661,210098523,MAQUILLAJE,CYZONE,34
51024893,400099986,N/A,GENERICA,0.54
47660009,400068882,N/A,GENERICA,0.08
51182162,400099750,N/A,GENERICA,0.02
51033736,200110329,MAQUILLAJE,ESIKA,54
49986777,200109582,MAQUILLAJE,ESIKA,50
42487821,200102110,MAQUILLAJE,CYZONE,38
11547591,200100407,TRATAMIENTO CORPORAL,ESIKA,52
50990605,210092689,PROMOCION USUARIOS,ESIKA,70
40065555,200102045,FRAGANCIAS,ESIKA,174
51186826,200105188,CUIDADO PERSONAL,ESIKA,18
50678954,200106666,MAQUILLAJE,ESIKA,39
51023331,200082481,FRAGANCIAS,CYZONE,76
50678954,200113783,MUESTRAS COSMETICOS,CYZONE,1.8
1156543,200106444,MAQUILLAJE,ESIKA,46
49925905,210100409,CUIDADO PERSONAL,LBEL,44
50939138,200116105,MUESTRAS COSMETICOS,ESIKA,1.8
45934772,200111316,MUESTRAS COSMETICOS,LBEL,1.8
49864086,210096207,MAQUILLAJE,ESIKA,38
49623615,200106312,FRAGANCIAS,ESIKA,60
25235746,210090420,RELOJES,ESIKA,130
50064719,400098384,N/A,CYZONE,4
49864086,200108473,MUESTRAS COSMETICOS,ESIKA,1.8
51023331,400098384,N/A,CYZONE,4
49950519,200112562,FRAGANCIAS,ESIKA,54
42852902,400097572,N/A,GENERICA,0.4
50061957,200106279,FRAGANCIAS,ESIKA,58
43153501,400095708,N/A,LBEL,0.8
50136752,200092313,FRAGANCIAS,LBEL,62
47660009,200103025,CUIDADO PERSONAL,ESIKA,68
50548317,210097089,CUIDADO PERSONAL,LBEL,0
49940661,210105070,VARIOS,GENERICA,0.27
50331903,400095707,N/A,LBEL,0.8
49026714,400097634,N/A,GENERICA,0.11
49864086,200097067,CUIDADO PERSONAL,ESIKA,72
49585799,200095162,CUIDADO PERSONAL,ESIKA,18
49307403,400095720,N/A,GENERICA,0.08
41010398,200104924,CUIDADO PERSONAL,ESIKA,32
49021348,200098788,TRATAMIENTO FACIAL,LBEL,96
50427919,400095707,N/A,LBEL,0.8
30993470,400095687,N/A,ESIKA,0.8
50108139,210095652,MAQUILLAJE,CYZONE,38
31617065,400097515,N/A,GENERICA,0.11
49730136,400097572,N/A,GENERICA,0.4
45590461,200090349,CUIDADO PERSONAL,ESIKA,49
36461209,400097600,N/A,ESIKA,0.8
37270350,400097600,N/A,ESIKA,0.8
7515758,400095671,N/A,CYZONE,0.8
49672470,200107337,TRATAMIENTO FACIAL,CYZONE,54
50253449,400096763,N/A,GENERICA,0.04
50381781,200098698,TRATAMIENTO FACIAL,ESIKA,56
49187912,400097717,N/A,GENERICA,0.11
49949243,210100312,PROMOCION USUARIOS,LBEL,3
41288620,210102025,COMPLEMENTOS,CYZONE,131
33278349,200111961,MUESTRAS COSMETICOS,ESIKA,1.2
49949855,200094842,MAQUILLAJE,ESIKA,32
30547748,200104411,FRAGANCIAS,LBEL,96
20810254,400095723,N/A,GENERICA,0.8
49719973,210091811,VARIOS,CYZONE,25
42779806,400095706,N/A,LBEL,0.8
50291952,400095671,N/A,CYZONE,0.8
49949855,200102045,FRAGANCIAS,ESIKA,160
36461209,200072913,FRAGANCIAS,ESIKA,46
8601089,210098010,BIJOUTERIE,ESIKA,95
49949855,200039855,FRAGANCIAS,CYZONE,86
44066882,200095170,CUIDADO PERSONAL,ESIKA,18
30993470,200089498,TRATAMIENTO CORPORAL,ESIKA,80
50283925,200106461,MAQUILLAJE,ESIKA,46
42487821,400097698,N/A,GENERICA,0.1
43787128,400095672,N/A,CYZONE,0.8
48775918,200095153,CUIDADO PERSONAL,ESIKA,18
42958190,200095157,TRATAMIENTO CORPORAL,CYZONE,38
49532296,200095159,CUIDADO PERSONAL,ESIKA,18
48775918,400095672,N/A,CYZONE,0.8
50229459,200105017,FRAGANCIAS,CYZONE,60
42958190,200090452,FRAGANCIAS,ESIKA,95
45717070,400095726,N/A,GENERICA,0.8
50229459,200102045,FRAGANCIAS,ESIKA,160
50573265,400097721,N/A,GENERICA,0.04
7515758,200109874,FRAGANCIAS,CYZONE,80
43787128,210098462,MAQUILLAJE,CYZONE,32
42059889,400097836,N/A,GENERICA,0.11
23475324,400095708,N/A,LBEL,0.8
23475324,400095726,N/A,GENERICA,0.8
42059889,200099047,FRAGANCIAS,ESIKA,130
45717070,400095690,N/A,ESIKA,0.8
43787128,200082687,CUIDADO PERSONAL,ESIKA,38
50573265,200105017,FRAGANCIAS,CYZONE,60
49532296,210102492,PROMOCION USUARIOS,LBEL,150
42059889,210102136,RELOJES,ESIKA,220
49532296,200089168,FRAGANCIAS,CYZONE,8
42059889,400095672,N/A,CYZONE,0.8
48775918,200106560,MAQUILLAJE,CYZONE,32
23475324,200098673,FRAGANCIAS,ESIKA,154.7
48506224,210099817,ACCESORIOS COSMETICOS,ESIKA,30
49532296,200090346,CUIDADO PERSONAL,ESIKA,49
48506224,200105017,FRAGANCIAS,CYZONE,60
7515758,400095690,N/A,ESIKA,0.8
43787128,200089508,TRATAMIENTO CORPORAL,ESIKA,50
50229459,200095903,FRAGANCIAS,ESIKA,158
42958190,400095690,N/A,ESIKA,0.8
49532296,400095690,N/A,ESIKA,0.8
50573265,400097836,N/A,GENERICA,0.11
45717070,200095170,CUIDADO PERSONAL,ESIKA,18
49532296,200095464,CUIDADO PERSONAL,ESIKA,18
23475324,400095707,N/A,LBEL,0.8
48775918,210086462,CUIDADO PERSONAL,ESIKA,39
48506224,200101074,MAQUILLAJE,CYZONE,44
49986777,200102089,MAQUILLAJE,CYZONE,38
11509169,400098286,N/A,GENERICA,0.54
49986777,400095676,N/A,CYZONE,0.08
11509169,200115946,VARIOS,GENERICA,96.8
44545187,200106653,MAQUILLAJE,ESIKA,39
47841925,200108584,MAQUILLAJE,CYZONE,36
50529169,200113795,MAQUILLAJE,CYZONE,38
50762653,200105015,MUESTRAS COSMETICOS,CYZONE,1.2
50762653,200113692,MUESTRAS COSMETICOS,LBEL,1.2
44545187,200095865,MUESTRAS COSMETICOS,LBEL,1.9
50757765,200108125,TRATAMIENTO CORPORAL,ESIKA,56
11509169,400095694,N/A,ESIKA,0.08
50529169,200095162,CUIDADO PERSONAL,ESIKA,18
50529169,200102089,MAQUILLAJE,CYZONE,38
30547748,400097982,N/A,GENERICA,0.11
50529169,210097482,MAQUILLAJE,CYZONE,46
50529169,200106592,MAQUILLAJE,CYZONE,36
50529169,210102578,COMPLEMENTOS,CYZONE,134
50762653,400095694,N/A,ESIKA,0.08
11509169,210102567,COMPLEMENTOS,CYZONE,116
47564417,200105219,TRATAMIENTO FACIAL,ESIKA,58
50762653,400098286,N/A,GENERICA,0.54
50529169,200107142,MAQUILLAJE,CYZONE,34
44545187,400095694,N/A,ESIKA,0.08
49672470,210100407,CUIDADO PERSONAL,CYZONE,48
50529169,400095694,N/A,ESIKA,0.08
49483333,400095676,N/A,CYZONE,0.08
50529169,210097037,MAQUILLAJE,CYZONE,40
50762653,200106346,FRAGANCIAS,ESIKA,96.8
11509169,200106445,MAQUILLAJE,ESIKA,46
50529169,200113748,VARIOS,GENERICA,95
47564417,200095162,CUIDADO PERSONAL,ESIKA,18
47564417,400095676,N/A,CYZONE,0.08
11509169,400095676,N/A,CYZONE,0.08
50529169,400097982,N/A,GENERICA,0.11
11509169,400097982,N/A,GENERICA,0.11
11509169,200102111,MAQUILLAJE,CYZONE,38
47564417,400068882,N/A,GENERICA,0.08
42457361,200109890,MAQUILLAJE,CYZONE,44
50762653,200105011,FRAGANCIAS,CYZONE,85
47564417,200113692,MUESTRAS COSMETICOS,LBEL,1.2
49672470,400098052,N/A,GENERICA,0.19
47564417,200086432,FRAGANCIAS,ESIKA,100
49672470,200106852,FRAGANCIAS,LBEL,168
47758572,200106663,MAQUILLAJE,ESIKA,39
50085473,210105070,VARIOS,GENERICA,0.27
35055541,200110160,MUESTRAS COSMETICOS,ESIKA,1.1
43256556,400097888,N/A,GENERICA,0.12
48065252,400095686,N/A,ESIKA,0.8
50402916,400097715,N/A,GENERICA,0.23
48065252,400095726,N/A,GENERICA,0.8
45080900,400095723,N/A,GENERICA,0.8
47850487,200108792,MAQUILLAJE,ESIKA,58
50573265,400095688,N/A,ESIKA,0.8
20556323,400095723,N/A,GENERICA,0.8
43853007,200103020,CUIDADO PERSONAL,ESIKA,36
50291952,400095672,N/A,CYZONE,0.8
45983404,210102575,COMPLEMENTOS,CYZONE,128
50167666,200109797,FRAGANCIAS,LBEL,62
31963354,200105180,CUIDADO PERSONAL,CYZONE,22
49360827,210097974,COMPLEMENTOS,CYZONE,66
45969711,200090346,CUIDADO PERSONAL,ESIKA,49
50381781,200098673,FRAGANCIAS,ESIKA,140
50167666,400095672,N/A,CYZONE,0.8
23475324,210101387,BIJOUTERIE,ESIKA,120
50573265,400096759,N/A,GENERICA,0.04
42852902,200098244,MAQUILLAJE,ESIKA,32
50126323,210102385,BIJOUTERIE,ESIKA,80
50355063,200091455,MAQUILLAJE,LBEL,72
45080900,200109537,CUIDADO PERSONAL,ESIKA,18
49925905,200090337,CUIDADO PERSONAL,ESIKA,50
49924402,200106606,MAQUILLAJE,CYZONE,38
46165322,200107360,MAQUILLAJE,CYZONE,28
50392856,400095705,N/A,LBEL,0.8
48992420,400095687,N/A,ESIKA,0.8
33278349,400097634,N/A,GENERICA,0.11
50064719,200108408,FRAGANCIAS,ESIKA,97
42958190,400097634,N/A,GENERICA,0.11
50229459,400097341,N/A,GENERICA,0.8
7515758,400097517,N/A,GENERICA,0.8
50064719,200083913,FRAGANCIAS,LBEL,190
50283925,200103025,CUIDADO PERSONAL,ESIKA,68
42457361,200095864,FRAGANCIAS,LBEL,4.9
43153501,400095720,N/A,GENERICA,0.8
49950519,200103354,MAQUILLAJE,ESIKA,0
8601089,400095704,N/A,LBEL,0.8
45969711,210097030,CUIDADO PERSONAL,LBEL,21
42958190,200108908,CUIDADO PERSONAL,CYZONE,34
20616164,200102763,MAQUILLAJE,ESIKA,50
49865600,200064310,FRAGANCIAS,ESIKA,44
42958190,400097572,N/A,GENERICA,0.4
42348971,400097961,N/A,GENERICA,0.31
36332972,200095374,CUIDADO PERSONAL,ESIKA,18
50234738,210099817,ACCESORIOS COSMETICOS,ESIKA,30
50355063,210102001,COMPLEMENTOS,CYZONE,82
45969711,200092744,FRAGANCIAS,CYZONE,80
42958190,400095673,N/A,CYZONE,0.8
46189302,210100065,BIJOUTERIE,ESIKA,100
20616164,400097695,N/A,GENERICA,0.27
50412725,200095517,CUIDADO PERSONAL,ESIKA,40
50166147,210102303,BIJOUTERIE,ESIKA,80
42059889,200102430,FRAGANCIAS,ESIKA,160
50381781,400097961,N/A,GENERICA,0.31
41010398,210105070,VARIOS,GENERICA,0.27
50427919,200109537,CUIDADO PERSONAL,ESIKA,18
43153501,200011196,FRAGANCIAS,ESIKA,150
43256556,200106346,FRAGANCIAS,ESIKA,95
49925905,210100065,BIJOUTERIE,ESIKA,100
50381781,200093884,FRAGANCIAS,ESIKA,64
45983404,200039855,FRAGANCIAS,CYZONE,57.9
43609947,200091727,FRAGANCIAS,ESIKA,112
42958190,210100547,HOGAR,CYZONE,62
50381781,200084778,CUIDADO PERSONAL,CYZONE,32
42958190,200108752,CUIDADO PERSONAL,ESIKA,36
46189302,200105125,CUIDADO PERSONAL,ESIKA,18
42779806,400097908,N/A,GENERICA,0.11
50355063,200109169,MAQUILLAJE,CYZONE,38
42958190,200105188,CUIDADO PERSONAL,ESIKA,18
50064719,200102282,MAQUILLAJE,ESIKA,46
20556323,200092792,MAQUILLAJE,LBEL,62
20616164,400095703,N/A,LBEL,0.8
50382702,200103327,MAQUILLAJE,ESIKA,0
50402916,200100052,MAQUILLAJE,ESIKA,82
45523616,400097341,N/A,GENERICA,0.8
50253449,200101569,MAQUILLAJE,ESIKA,38
48849202,400097836,N/A,GENERICA,0.11
48065252,200103028,CUIDADO PERSONAL,ESIKA,29
44545187,400095684,N/A,ESIKA,0.08
48679285,200084555,TRATAMIENTO FACIAL,LBEL,141
50355063,210103730,BIJOUTERIE,ESIKA,100
44147165,400097270,N/A,GENERICA,0.23
47841925,210100298,PROMOCION USUARIOS,ESIKA,3
30993470,210099696,PROMOCION USUARIOS,CYZONE,6
48849202,200108048,FRAGANCIAS,CYZONE,52
49864973,200109352,MAQUILLAJE,CYZONE,26
33278349,400095723,N/A,GENERICA,0.8
44069326,400095708,N/A,LBEL,0.8
50140784,200110160,MUESTRAS COSMETICOS,ESIKA,1.1
31963354,200082687,CUIDADO PERSONAL,ESIKA,38
50548317,200106446,MAQUILLAJE,ESIKA,46
49019718,210105070,VARIOS,GENERICA,0.27
42958190,200095162,CUIDADO PERSONAL,ESIKA,18
50799867,200089987,MAQUILLAJE,CYZONE,29
39154064,210095994,MAQUILLAJE,ESIKA,38
50064719,400095721,N/A,GENERICA,0.8
44147165,400095666,N/A,CYZONE,0.08
50355063,200108892,TRATAMIENTO FACIAL,CYZONE,42
50412725,200104833,MUESTRAS COSMETICOS,LBEL,6.5
49864086,400095674,N/A,CYZONE,0.4
24648907,200095374,CUIDADO PERSONAL,ESIKA,18
49995598,400095723,N/A,GENERICA,0.8
50167666,200106604,MAQUILLAJE,CYZONE,34
49865600,200104177,MAQUILLAJE,ESIKA,50
50234738,200113738,VARIOS,GENERICA,96.8
49865600,200086566,CUIDADO PERSONAL,ESIKA,59
49924402,200098267,FRAGANCIAS,ESIKA,160
49585799,400083364,N/A,GENERICA,1.39
49986777,200105079,FRAGANCIAS,CYZONE,60
50234738,200086399,FRAGANCIAS,LBEL,165
42059889,200109443,FRAGANCIAS,ESIKA,140
31617065,210098748,COMPLEMENTOS,CYZONE,128
47660009,200064341,CUIDADO PERSONAL,ESIKA,46
50548317,200105125,CUIDADO PERSONAL,ESIKA,18
33278349,210099100,BIJOUTERIE,ESIKA,120
31617065,400095728,N/A,GENERICA,0.8
48992420,200083913,FRAGANCIAS,LBEL,190
50396169,200095170,CUIDADO PERSONAL,ESIKA,18
49996853,400095687,N/A,ESIKA,0.8
49940661,210097548,TRATAMIENTO CORPORAL,CYZONE,50
50167666,200108807,CUIDADO PERSONAL,ESIKA,18
50412725,210101283,BIJOUTERIE,CYZONE,54
47660009,400095708,N/A,LBEL,0.8
23475324,400095691,N/A,ESIKA,0.8
46296109,200105329,FRAGANCIAS,ESIKA,17
33278349,210100043,BIJOUTERIE,ESIKA,95
45080900,400095705,N/A,LBEL,0.8
20616164,200102430,FRAGANCIAS,ESIKA,160
49645880,400097342,N/A,GENERICA,0.13
36784105,200106312,FRAGANCIAS,ESIKA,58
49719973,210100525,MAQUILLAJE,CYZONE,48
50419819,200095170,CUIDADO PERSONAL,ESIKA,18
39154064,200109789,MUESTRAS COSMETICOS,CYZONE,1.9
31617065,200090349,CUIDADO PERSONAL,ESIKA,50
50067866,200095917,TRATAMIENTO FACIAL,ESIKA,47
49596219,200106274,FRAGANCIAS,ESIKA,158
41288620,400097304,N/A,GENERICA,1.1
49962371,400095684,N/A,ESIKA,0.08
38824007,210100298,PROMOCION USUARIOS,ESIKA,3
44147165,200095931,FRAGANCIAS,ESIKA,109
49730136,210105070,VARIOS,GENERICA,0.27
45590461,200090337,CUIDADO PERSONAL,ESIKA,49
49661266,400095669,N/A,CYZONE,0.8
45080900,200095465,CUIDADO PERSONAL,ESIKA,18
46504577,200090349,CUIDADO PERSONAL,ESIKA,49
39154064,400095687,N/A,ESIKA,0.8
36784105,400068882,N/A,GENERICA,0.8
50141187,200101074,MAQUILLAJE,CYZONE,44
42958190,200106440,MAQUILLAJE,ESIKA,46
50234738,200111180,FRAGANCIAS,CYZONE,72
44322722,200098119,MAQUILLAJE,CYZONE,26
50302342,200112475,TRATAMIENTO FACIAL,ESIKA,46
45934772,210099604,BIJOUTERIE,CYZONE,103
42779806,200102045,FRAGANCIAS,ESIKA,160
48679285,200064310,FRAGANCIAS,ESIKA,44
50412725,200105069,MUESTRAS COSMETICOS,CYZONE,190
33278349,210105070,VARIOS,GENERICA,0.27
49962444,200088259,FRAGANCIAS,ESIKA,99
49730136,200060841,TRATAMIENTO CORPORAL,ESIKA,44
42958190,210101286,COMPLEMENTOS,CYZONE,77
49585799,200100866,FRAGANCIAS,ESIKA,170
31963354,200103450,CUIDADO PERSONAL,CYZONE,18
50355063,200109166,MAQUILLAJE,CYZONE,38
41288620,400068882,N/A,GENERICA,0.8
49328311,400097665,N/A,GENERICA,0.13
50085473,200106346,FRAGANCIAS,ESIKA,97
50006069,200093883,FRAGANCIAS,ESIKA,54
48992420,400095720,N/A,GENERICA,0.08
45590461,200109796,MUESTRAS COSMETICOS,LBEL,0.1
30596188,400095686,N/A,ESIKA,0.8
49715706,220044593,N/A,GENERICA,80
50548317,200102351,MAQUILLAJE,ESIKA,48
43256556,200103028,CUIDADO PERSONAL,ESIKA,29
50412725,200090452,FRAGANCIAS,ESIKA,96
49962444,200106346,FRAGANCIAS,ESIKA,96
49962444,200106852,FRAGANCIAS,LBEL,160
51221338,400099751,N/A,GENERICA,0.02
31617065,210103937,COMPLEMENTOS,CYZONE,38
45389111,200102092,MAQUILLAJE,CYZONE,38
51221338,400098402,N/A,ESIKA,4
50970795,200104257,FRAGANCIAS,ESIKA,100
51476395,200108908,CUIDADO PERSONAL,CYZONE,34
51169948,200088568,TRATAMIENTO CORPORAL,ESIKA,44
49962444,200103922,MAQUILLAJE,CYZONE,38
49962444,200103923,MAQUILLAJE,CYZONE,38
45389111,400099986,N/A,GENERICA,0.54
51169948,400098384,N/A,CYZONE,4
51267982,200108807,CUIDADO PERSONAL,ESIKA,18
50970795,400098384,N/A,CYZONE,4
51267982,200106451,MAQUILLAJE,ESIKA,46
51221338,200113689,MUESTRAS COSMETICOS,LBEL,1.8
51169948,210104005,COMPLEMENTOS,CYZONE,139
51221338,400098419,N/A,LBEL,4
51267982,200114550,TRATAMIENTO FACIAL,CYZONE,42
51267982,400099750,N/A,GENERICA,0.02
51169948,200115279,CUIDADO PERSONAL,LBEL,86
45389111,200103405,MAQUILLAJE,ESIKA,56
50970795,200113689,MUESTRAS COSMETICOS,LBEL,1.8
51132661,200112361,CUIDADO PERSONAL,ESIKA,59
51267982,200111130,FRAGANCIAS,ESIKA,132
49962444,200094217,FRAGANCIAS,ESIKA,168
45389111,200115451,CUIDADO PERSONAL,ESIKA,50
45389111,400099751,N/A,GENERICA,0.02
45389111,200108473,MUESTRAS COSMETICOS,ESIKA,1.8
50970795,200106557,MAQUILLAJE,CYZONE,34
50085473,400096764,N/A,GENERICA,0.04
50140784,210100065,BIJOUTERIE,ESIKA,100
47506220,200078931,CUIDADO PERSONAL,ESIKA,36
46504577,210101546,PROMOCION USUARIOS,CYZONE,1.9
50318273,210102153,BIJOUTERIE,CYZONE,57
50234738,400095688,N/A,ESIKA,0.8
50140784,200105017,FRAGANCIAS,CYZONE,60
43256556,400097665,N/A,GENERICA,0.13
20556323,210096528,LENTES,ESIKA,120
47567165,200039855,FRAGANCIAS,CYZONE,97
47660009,210102389,BIJOUTERIE,ESIKA,110
50331903,400095706,N/A,LBEL,0.8
50396169,200106448,MAQUILLAJE,ESIKA,46
50136752,200090337,CUIDADO PERSONAL,ESIKA,49
45590461,210099817,ACCESORIOS COSMETICOS,ESIKA,30
50140784,200104412,FRAGANCIAS,LBEL,96
46309758,210100527,MAQUILLAJE,CYZONE,48
49585799,200104937,CUIDADO PERSONAL,ESIKA,32
50229459,200105215,TRATAMIENTO FACIAL,ESIKA,70
30993470,200110648,MAQUILLAJE,ESIKA,50
49645880,200108910,MAQUILLAJE,ESIKA,58
47076404,210096210,MAQUILLAJE,ESIKA,38
49360827,200095420,CUIDADO PERSONAL,ESIKA,18
48549632,200106556,MAQUILLAJE,CYZONE,37
49021348,200113792,MAQUILLAJE,CYZONE,38
50331903,200109465,MUESTRAS COSMETICOS,ESIKA,1
50381781,200095374,CUIDADO PERSONAL,ESIKA,18
49187912,400095670,N/A,CYZONE,0.8
48775918,400068882,N/A,GENERICA,0.8
48065252,400095724,N/A,GENERICA,0.8
44147165,200108408,FRAGANCIAS,ESIKA,97
47856221,200109872,FRAGANCIAS,CYZONE,80
50061957,400097667,N/A,GENERICA,0.22
50392856,200106852,FRAGANCIAS,LBEL,158
43609947,200106455,MAQUILLAJE,ESIKA,46
49949855,210102059,HOGAR,CYZONE,62
50382702,200107337,TRATAMIENTO FACIAL,CYZONE,54
50283925,200072913,FRAGANCIAS,ESIKA,46
50315282,210092742,MAQUILLAJE,ESIKA,64
25235746,200098633,FRAGANCIAS,LBEL,153
48849202,200109874,FRAGANCIAS,CYZONE,80
1156543,400097638,N/A,GENERICA,0.23
50085473,400095670,N/A,CYZONE,0.8
20616164,210100260,PROMOCION USUARIOS,LBEL,200
46232917,200095162,CUIDADO PERSONAL,ESIKA,18
8937435,200113673,MUESTRAS COSMETICOS,ESIKA,0.8
25235746,400095669,N/A,CYZONE,0.8
49187912,200105188,CUIDADO PERSONAL,ESIKA,18
29951527,200060841,TRATAMIENTO CORPORAL,ESIKA,50
50014851,200106356,FRAGANCIAS,CYZONE,80
43256556,400095724,N/A,GENERICA,0.8
47076404,400095670,N/A,CYZONE,0.8
50318273,200106493,MAQUILLAJE,ESIKA,48
39154064,210100060,BIJOUTERIE,ESIKA,75
50355063,210096207,MAQUILLAJE,ESIKA,38
50140784,200094826,MAQUILLAJE,ESIKA,32
49585799,400097658,N/A,GENERICA,0.11
11558585,200113792,MAQUILLAJE,CYZONE,38
47850487,200109465,MUESTRAS COSMETICOS,ESIKA,1
50440486,200039855,FRAGANCIAS,CYZONE,86
50419819,210102638,BIJOUTERIE,ESIKA,90
45934772,210102059,HOGAR,CYZONE,62
49019718,400095688,N/A,ESIKA,0.8
50014851,200106668,MAQUILLAJE,ESIKA,39
45969711,200112474,TRATAMIENTO CORPORAL,LBEL,104
50396169,200087254,MAQUILLAJE,CYZONE,44
47076404,200108408,FRAGANCIAS,ESIKA,97
48992420,210100808,BIJOUTERIE,CYZONE,108
43153501,200112606,MAQUILLAJE,ESIKA,58
50140784,200060760,FRAGANCIAS,CYZONE,90
41010398,200102282,MAQUILLAJE,ESIKA,48
48775918,400097665,N/A,GENERICA,0.13
43153501,200110335,MAQUILLAJE,ESIKA,52
45717070,200109465,MUESTRAS COSMETICOS,ESIKA,1
49995598,200113673,MUESTRAS COSMETICOS,ESIKA,0.8
50392856,200106443,MAQUILLAJE,ESIKA,0
49019718,400095706,N/A,LBEL,0.8
47660009,200083902,FRAGANCIAS,ESIKA,100
20810254,210103635,BIJOUTERIE,ESIKA,120
43787128,200084778,CUIDADO PERSONAL,CYZONE,32
43153501,200103442,CUIDADO PERSONAL,ESIKA,25
50302342,200113740,VARIOS,GENERICA,66
47850487,200108791,MAQUILLAJE,ESIKA,58
49962444,200095374,CUIDADO PERSONAL,ESIKA,18
43853007,400097639,N/A,GENERICA,0.23
44069326,210095243,LENTES,ESIKA,125
42958190,200102762,MAQUILLAJE,ESIKA,52
50234738,400095670,N/A,CYZONE,0.8
50136752,400095688,N/A,ESIKA,0.8
47856221,210098523,MAQUILLAJE,CYZONE,32
34638101,200109465,MUESTRAS COSMETICOS,ESIKA,1
49532296,400095706,N/A,LBEL,0.8
50302342,400095688,N/A,ESIKA,0.8
50381781,200090346,CUIDADO PERSONAL,ESIKA,49
50166147,200082687,CUIDADO PERSONAL,ESIKA,38
45934772,200108807,CUIDADO PERSONAL,ESIKA,18
45590461,200103717,MAQUILLAJE,ESIKA,54
47841925,200108408,FRAGANCIAS,ESIKA,97
49925905,200039855,FRAGANCIAS,CYZONE,86
31963354,200095464,CUIDADO PERSONAL,ESIKA,18
49996853,200109465,MUESTRAS COSMETICOS,ESIKA,1
43853007,200113673,MUESTRAS COSMETICOS,ESIKA,0.8
