CODEBELISTA,ANIOCAMPANA,CODPAIS,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIOOFERTA,FECHAPROCESO
051453557,202318,PE,200095663,CUIDADO PERSONAL,CYZONE,11.90000,2023-12-15
050481506,202318,PE,200109537,CUIDADO PERSONAL,ESIKA,7.60000,2023-12-12
049960468,202318,PE,210103983,COMPLEMENTOS,CYZONE,37.90000,2023-12-13
043517481,202318,PE,210103942,COMPLEMENTOS,CYZONE,24.90000,2023-12-13
048520766,202318,PE,200094853,MAQUILLAJE,ESIKA,13.75000,2023-12-15
009503439,202318,PE,210102376,BIJOUTERIE,ESIKA,49.90000,2023-12-12
043517481,202318,PE,200115166,MAQUILLAJE,ESIKA,19.90000,2023-12-13
051213874,202318,PE,210103942,COMPLEMENTOS,CYZONE,24.90000,2023-12-13
051511034,202318,PE,200111179,CUIDADO PERSONAL,CYZONE,7.60000,2023-12-12
051562852,202318,PE,210101779,BIJOUTERIE,ESIKA,49.90000,2023-12-16
034412618,202318,PE,210098462,MAQUILLAJE,CYZONE,13.90000,2023-12-12
034412618,202318,PE,200106440,MAQUILLAJE,ESIKA,17.45000,2023-12-12
049460996,202318,PE,200111412,CUIDADO PERSONAL,CYZONE,19.90000,2023-12-16
035771964,202318,PE,200095426,CUIDADO PERSONAL,CYZONE,5.10000,2023-12-16
045547477,202318,PE,200099093,MAQUILLAJE,LBEL,49.00000,2023-12-16
038877127,202318,PE,200103450,CUIDADO PERSONAL,CYZONE,7.38000,2023-12-05
050734587,202318,PE,210104079,LENTES,ESIKA,49.90000,2023-12-06
051111907,202318,PE,200112304,FRAGANCIAS,ESIKA,43.90000,2023-12-06
051494776,202318,PE,200113410,TRATAMIENTO CORPORAL,LBEL,29.90000,2023-12-06
046425677,202318,PE,200113781,FRAGANCIAS,CYZONE,24.44000,2023-12-06
047000971,202318,PE,200106854,FRAGANCIAS,LBEL,79.00000,2023-12-06
036395011,202318,PE,200102061,FRAGANCIAS,ESIKA,15.00000,2023-12-06
046425677,202318,PE,200109443,FRAGANCIAS,ESIKA,57.32000,2023-12-06
038513095,202318,PE,200108671,FRAGANCIAS,ESIKA,39.45000,2023-12-06
038513095,202318,PE,200115489,FRAGANCIAS,CYZONE,28.30000,2023-12-06
051324293,202318,PE,200106440,MAQUILLAJE,ESIKA,29.90000,2023-12-06
001239589,202318,PE,200109716,MAQUILLAJE,ESIKA,50.90000,2023-12-06
034647127,202318,PE,210099094,BIJOUTERIE,ESIKA,39.90000,2023-12-06
050934179,202318,PE,210104984,BIJOUTERIE,CYZONE,39.90000,2023-12-06
048829341,202318,PE,200098645,FRAGANCIAS,CYZONE,22.90000,2023-12-06
050892824,202318,PE,200095464,CUIDADO PERSONAL,ESIKA,7.38000,2023-12-06
051368223,202318,PE,200090452,FRAGANCIAS,ESIKA,40.90000,2023-12-06
046582470,202318,PE,200105982,MAQUILLAJE,LBEL,21.00000,2023-12-06
050934179,202318,PE,200107337,TRATAMIENTO FACIAL,CYZONE,19.95000,2023-12-06
051324293,202318,PE,210098513,BIJOUTERIE,ESIKA,49.90000,2023-12-06
047682126,202318,PE,200089619,MUESTRAS COSMETICOS,LBEL,1.90000,2023-12-06
047288886,202318,PE,200086399,FRAGANCIAS,LBEL,72.90000,2023-12-06
034647127,202318,PE,200090452,FRAGANCIAS,ESIKA,29.48000,2023-12-06
032284787,202318,PE,200105188,CUIDADO PERSONAL,ESIKA,5.10000,2023-12-06
051324293,202318,PE,210101779,BIJOUTERIE,ESIKA,49.90000,2023-12-06
050934179,202318,PE,210093312,ACCESORIOS COSMETICOS,ESIKA,14.90000,2023-12-06
032284787,202318,PE,200106449,MAQUILLAJE,ESIKA,19.90000,2023-12-06
051421620,202318,PE,200110122,CUIDADO PERSONAL,LBEL,24.50000,2023-12-06
050931404,202318,PE,200097947,FRAGANCIAS,CYZONE,24.90000,2023-12-06
032284787,202318,PE,200103450,CUIDADO PERSONAL,CYZONE,5.10000,2023-12-06
046582470,202318,PE,200110338,MAQUILLAJE,ESIKA,14.70000,2023-12-06
048829341,202318,PE,200109874,FRAGANCIAS,CYZONE,39.90000,2023-12-06
047000971,202318,PE,200095374,CUIDADO PERSONAL,ESIKA,8.72000,2023-12-06
047682126,202318,PE,200109890,MAQUILLAJE,CYZONE,15.90000,2023-12-06
032284787,202318,PE,200103449,CUIDADO PERSONAL,CYZONE,5.10000,2023-12-06
050931404,202318,PE,210099825,HOGAR,CYZONE,29.90000,2023-12-06
039383349,202318,PE,200105125,CUIDADO PERSONAL,ESIKA,8.90000,2023-12-06
039383349,202318,PE,200100838,FRAGANCIAS,ESIKA,69.90000,2023-12-06
050934179,202318,PE,200092910,MAQUILLAJE,LBEL,24.00000,2023-12-06
051324293,202318,PE,210104079,LENTES,ESIKA,79.90000,2023-12-06
036395011,202318,PE,200095374,CUIDADO PERSONAL,ESIKA,4.90000,2023-12-06
047682126,202318,PE,200115454,CUIDADO PERSONAL,ESIKA,24.90000,2023-12-06
050922545,202318,PE,200099686,FRAGANCIAS,CYZONE,22.90000,2023-12-06
036395011,202318,PE,200106452,MAQUILLAJE,ESIKA,14.90000,2023-12-06
050922545,202318,PE,210103808,VARIOS,ESIKA,39.90000,2023-12-06
001239589,202318,PE,200115279,CUIDADO PERSONAL,LBEL,20.00000,2023-12-06
010146208,202311,PE,210102151,BIJOUTERIE,CYZONE,19.90000,2023-07-24
046993284,202311,PE,200112748,MAQUILLAJE,ESIKA,12.90000,2023-07-24
049960468,202311,PE,200105079,FRAGANCIAS,CYZONE,19.95000,2023-07-24
050008207,202311,PE,210095994,MAQUILLAJE,ESIKA,16.60000,2023-07-24
050573486,202311,PE,200105034,TRATAMIENTO FACIAL,CYZONE,19.90000,2023-07-24
045559017,202311,PE,200091875,MAQUILLAJE,ESIKA,33.00000,2023-07-24
050852954,202311,PE,200094936,FRAGANCIAS,CYZONE,25.90000,2023-07-24
045939103,202311,PE,200105041,FRAGANCIAS,ESIKA,32.90000,2023-07-24
045547477,202311,PE,200106604,MAQUILLAJE,CYZONE,22.90000,2023-07-24
041760966,202311,PE,200082674,FRAGANCIAS,ESIKA,19.90000,2023-07-24
046622278,202311,PE,200109192,MAQUILLAJE,LBEL,22.00000,2023-07-24
035532791,202311,PE,200105218,TRATAMIENTO FACIAL,ESIKA,32.90000,2023-07-24
045547477,202311,PE,200087252,MAQUILLAJE,CYZONE,21.90000,2023-07-24
045547477,202311,PE,200107078,MAQUILLAJE,ESIKA,49.90000,2023-07-24
045547477,202311,PE,200107324,TRATAMIENTO FACIAL,CYZONE,16.90000,2023-07-24
050008207,202311,PE,200114037,TRATAMIENTO FACIAL,LBEL,27.90000,2023-07-24
050939995,202311,PE,200115941,VARIOS,GENERICA,59.90000,2023-07-24
050008207,202311,PE,200095162,CUIDADO PERSONAL,ESIKA,5.10000,2023-07-24
045655202,202311,PE,200112748,MAQUILLAJE,ESIKA,12.90000,2023-07-24
045547477,202311,PE,200105017,FRAGANCIAS,CYZONE,21.90000,2023-07-24
045547477,202311,PE,200088277,MUESTRAS COSMETICOS,ESIKA,1.20000,2023-07-24
050455467,202311,PE,200095374,CUIDADO PERSONAL,ESIKA,4.90000,2023-07-24
050963438,202311,PE,210099601,BIJOUTERIE,CYZONE,44.90000,2023-07-24
050573486,202311,PE,200112748,MAQUILLAJE,ESIKA,12.90000,2023-07-24
044778696,202311,PE,200095931,FRAGANCIAS,ESIKA,47.90000,2023-07-24
041446935,202311,PE,210102151,BIJOUTERIE,CYZONE,19.90000,2023-07-24
049960468,202311,PE,210102604,COMPLEMENTOS,CYZONE,62.90000,2023-07-24
046354729,202311,PE,200086399,FRAGANCIAS,LBEL,21.00000,2023-07-24
041812583,202311,PE,200103448,CUIDADO PERSONAL,ESIKA,7.38000,2023-07-24
050093980,202311,PE,210095652,MAQUILLAJE,CYZONE,12.90000,2023-07-24
048451780,202311,PE,200090337,CUIDADO PERSONAL,ESIKA,20.00000,2023-07-24
048451780,202311,PE,200090364,TRATAMIENTO CORPORAL,ESIKA,32.45000,2023-07-24
048840450,202311,PE,210104279,BIJOUTERIE,ESIKA,24.90000,2023-07-24
048665667,202311,PE,210102579,COMPLEMENTOS,CYZONE,62.90000,2023-07-24
050455467,202311,PE,210104254,PROMOCION USUARIOS,CYZONE,44.90000,2023-07-24
050636038,202311,PE,200098673,FRAGANCIAS,ESIKA,50.00000,2023-07-24
045795276,202311,PE,200103020,CUIDADO PERSONAL,ESIKA,17.59000,2023-07-24
046354729,202311,PE,200086139,TRATAMIENTO FACIAL,LBEL,69.00000,2023-07-24
050804631,202311,PE,210092772,MAQUILLAJE,LBEL,43.00000,2023-07-24
045795276,202311,PE,200105188,CUIDADO PERSONAL,ESIKA,8.79000,2023-07-24
045547477,202311,PE,200103723,MAQUILLAJE,ESIKA,14.98000,2023-07-24
046578317,202311,PE,200104255,FRAGANCIAS,ESIKA,49.90000,2023-07-24
045547477,202311,PE,210102611,COMPLEMENTOS,CYZONE,32.90000,2023-07-24
048840450,202311,PE,200094840,MAQUILLAJE,ESIKA,19.90000,2023-07-24
050093980,202311,PE,200106346,FRAGANCIAS,ESIKA,39.90000,2023-07-24
046993284,202311,PE,200107883,CUIDADO PERSONAL,CYZONE,8.90000,2023-07-24
045547477,202311,PE,210102545,BIJOUTERIE,CYZONE,36.90000,2023-07-24
049960468,202311,PE,200112748,MAQUILLAJE,ESIKA,12.90000,2023-07-24
010146208,202311,PE,200103963,TRATAMIENTO CORPORAL,LBEL,8.00000,2023-07-24
050963438,202311,PE,200089509,FRAGANCIAS,ESIKA,32.90000,2023-07-24
044918048,202311,PE,200108047,FRAGANCIAS,CYZONE,22.90000,2023-07-24
046993284,202311,PE,200105125,CUIDADO PERSONAL,ESIKA,8.90000,2023-07-24
046354729,202311,PE,200108048,FRAGANCIAS,CYZONE,22.90000,2023-07-24
045939103,202311,PE,200113795,MAQUILLAJE,CYZONE,15.90000,2023-07-24
050008207,202311,PE,200103449,CUIDADO PERSONAL,CYZONE,5.10000,2023-07-24
043628208,202309,PE,200112352,FRAGANCIAS,CYZONE,32.90000,2023-06-15
043628208,202309,PE,200112352,FRAGANCIAS,CYZONE,32.90000,2023-06-15
050400689,202309,PE,210098527,MAQUILLAJE,CYZONE,16.90000,2023-06-15
050608859,202309,PE,200103450,CUIDADO PERSONAL,CYZONE,9.90000,2023-06-15
031173930,202309,PE,200113244,FRAGANCIAS,LBEL,83.00000,2023-06-15
049546394,202309,PE,200084778,CUIDADO PERSONAL,CYZONE,15.90000,2023-06-15
050233189,202309,PE,210100849,RELOJES,ESIKA,41.42000,2023-06-15
049259158,202309,PE,200106274,FRAGANCIAS,ESIKA,44.90000,2023-06-15
042592676,202309,PE,210095971,MAQUILLAJE,CYZONE,19.90000,2023-06-15
049622767,202309,PE,200082974,FRAGANCIAS,LBEL,86.90000,2023-06-15
046307410,202309,PE,200112612,MAQUILLAJE,ESIKA,28.90000,2023-06-09
041932082,202309,PE,200112298,MAQUILLAJE,CYZONE,11.50000,2023-06-15
048623344,202309,PE,210102580,COMPLEMENTOS,CYZONE,89.90000,2023-06-15
050075087,202309,PE,210100340,HOGAR,CYZONE,31.90000,2023-06-15
047279046,202309,PE,200105015,MUESTRAS COSMETICOS,CYZONE,1.90000,2023-06-15
033539691,202309,PE,210102012,COMPLEMENTOS,CYZONE,89.90000,2023-06-15
041548517,202309,PE,200112352,FRAGANCIAS,CYZONE,32.90000,2023-06-15
041548517,202309,PE,200112352,FRAGANCIAS,CYZONE,32.90000,2023-06-15
050233189,202309,PE,200100926,FRAGANCIAS,ESIKA,48.90000,2023-06-15
050365557,202309,PE,200095170,CUIDADO PERSONAL,ESIKA,5.89000,2023-06-15
033539691,202309,PE,200106440,MAQUILLAJE,ESIKA,18.45000,2023-06-15
041548517,202309,PE,200106445,MAQUILLAJE,ESIKA,18.45000,2023-06-15
048896693,202309,PE,200106852,FRAGANCIAS,LBEL,69.00000,2023-06-15
041548517,202309,PE,200108807,CUIDADO PERSONAL,ESIKA,8.81000,2023-06-15
033539691,202309,PE,210102638,BIJOUTERIE,ESIKA,49.90000,2023-06-15
048213766,202309,PE,210095652,MAQUILLAJE,CYZONE,25.90000,2023-06-15
043628208,202309,PE,200099205,MAQUILLAJE,LBEL,60.00000,2023-06-15
044064324,202309,PE,200100838,FRAGANCIAS,ESIKA,53.40000,2023-06-09
012008996,202309,PE,210099079,BIJOUTERIE,ESIKA,54.90000,2023-06-15
021929131,202309,PE,200095895,FRAGANCIAS,CYZONE,41.90000,2023-06-15
049994095,202309,PE,200109067,TRATAMIENTO CORPORAL,ESIKA,19.90000,2023-06-15
035177604,202309,PE,400095709,N/A,LBEL,4.30000,2023-06-15
050712338,202309,PE,200106451,MAQUILLAJE,ESIKA,18.45000,2023-06-15
049113420,202309,PE,210103678,BIJOUTERIE,CYZONE,17.90000,2023-06-15
050400689,202309,PE,200072913,FRAGANCIAS,ESIKA,14.97000,2023-06-15
049113420,202309,PE,200105011,FRAGANCIAS,CYZONE,26.90000,2023-06-15
046766636,202309,PE,200106361,MUESTRAS COSMETICOS,CYZONE,1.00000,2023-06-15
041932082,202309,PE,200110328,MAQUILLAJE,ESIKA,21.90000,2023-06-15
049546394,202309,PE,210101339,BIJOUTERIE,ESIKA,49.90000,2023-06-15
050400689,202309,PE,200112293,MAQUILLAJE,CYZONE,11.50000,2023-06-15
049113420,202309,PE,200103449,CUIDADO PERSONAL,CYZONE,13.00000,2023-06-15
002227789,202309,PE,200095663,CUIDADO PERSONAL,CYZONE,9.90000,2023-06-15
049546394,202309,PE,200105188,CUIDADO PERSONAL,ESIKA,7.38000,2023-06-15
043485091,202309,PE,200105655,CUIDADO PERSONAL,ESIKA,24.90000,2023-06-15
050365557,202309,PE,200113891,FRAGANCIAS,ESIKA,52.37000,2023-06-15
049113420,202309,PE,200102092,MAQUILLAJE,CYZONE,10.00000,2023-06-15
049259158,202309,PE,200102045,FRAGANCIAS,ESIKA,44.90000,2023-06-15
001912461,202309,PE,200112635,MAQUILLAJE,ESIKA,21.90000,2023-06-15
031173930,202309,PE,200072913,FRAGANCIAS,ESIKA,17.45000,2023-06-15
043462830,202309,PE,200089487,TRATAMIENTO FACIAL,ESIKA,30.90000,2023-06-06
050233189,202309,PE,200095864,FRAGANCIAS,LBEL,89.00000,2023-06-15
049259158,202309,PE,200108408,FRAGANCIAS,ESIKA,10.00000,2023-06-15
047279046,202309,PE,200095374,CUIDADO PERSONAL,ESIKA,4.99000,2023-06-15
002227789,202309,PE,200064310,FRAGANCIAS,ESIKA,14.95000,2023-06-15
035177604,202309,PE,200097066,CUIDADO PERSONAL,ESIKA,27.48000,2023-06-15
043485091,202309,PE,200102371,MAQUILLAJE,CYZONE,26.90000,2023-06-15
042902357,202309,PE,200106346,FRAGANCIAS,ESIKA,31.82000,2023-06-08
041548517,202309,PE,200091455,MAQUILLAJE,LBEL,26.00000,2023-06-15
021929131,202309,PE,200078931,CUIDADO PERSONAL,ESIKA,13.30000,2023-06-15
049377436,202309,PE,200090346,CUIDADO PERSONAL,ESIKA,19.90000,2023-06-15
044595141,202309,PE,200091511,FRAGANCIAS,ESIKA,39.90000,2023-06-15
049113420,202309,PE,210095652,MAQUILLAJE,CYZONE,10.00000,2023-06-15
050814602,202309,PE,210103548,BIJOUTERIE,ESIKA,34.90000,2023-06-15
050799263,202309,PE,200104065,TRATAMIENTO FACIAL,LBEL,49.00000,2023-06-12
050233189,202309,PE,200108908,CUIDADO PERSONAL,CYZONE,16.90000,2023-06-15
048213766,202309,PE,210101851,PROMOCION USUARIOS,CYZONE,1.16000,2023-06-15
043628208,202309,PE,200107850,TRATAMIENTO FACIAL,LBEL,30.00000,2023-06-15
002227789,202309,PE,200064341,CUIDADO PERSONAL,ESIKA,14.95000,2023-06-15
043485091,202309,PE,210097841,COMPLEMENTOS,CYZONE,86.90000,2023-06-15
047041155,202309,PE,210100065,BIJOUTERIE,ESIKA,37.90000,2023-06-15
048049966,202309,PE,200101110,TRATAMIENTO FACIAL,LBEL,46.00000,2023-06-15
049113420,202309,PE,200105180,CUIDADO PERSONAL,CYZONE,10.90000,2023-06-15
048213766,202309,PE,200092456,TRATAMIENTO CORPORAL,ESIKA,21.80000,2023-06-15
001912461,202309,PE,200103732,MAQUILLAJE,ESIKA,21.45000,2023-06-15
050233189,202309,PE,200086432,FRAGANCIAS,ESIKA,39.90000,2023-06-15
044595141,202309,PE,200107361,MAQUILLAJE,CYZONE,13.90000,2023-06-15
046199014,202309,PE,200105188,CUIDADO PERSONAL,ESIKA,7.38000,2023-06-07
033539691,202309,PE,200107883,CUIDADO PERSONAL,CYZONE,8.90000,2023-06-15
002227789,202309,PE,200107883,CUIDADO PERSONAL,CYZONE,9.90000,2023-06-15
041932082,202309,PE,200103354,MAQUILLAJE,ESIKA,35.90000,2023-06-15
041548517,202309,PE,200086172,FRAGANCIAS,CYZONE,44.04000,2023-06-15
043485091,202309,PE,210098481,MAQUILLAJE,ESIKA,36.90000,2023-06-15
043485091,202309,PE,200103918,MAQUILLAJE,CYZONE,10.81000,2023-06-15
030428587,202309,PE,200103327,MAQUILLAJE,ESIKA,27.90000,2023-06-15
050813886,202309,PE,200089488,TRATAMIENTO CORPORAL,ESIKA,36.90000,2023-06-15
050008207,202309,PE,200105125,CUIDADO PERSONAL,ESIKA,5.10000,2023-06-08
050813886,202309,PE,200106440,MAQUILLAJE,ESIKA,21.90000,2023-06-15
050365557,202309,PE,200095635,FRAGANCIAS,ESIKA,27.90000,2023-06-15
050400689,202309,PE,200107346,MAQUILLAJE,CYZONE,13.90000,2023-06-15
031173930,202309,PE,200108908,CUIDADO PERSONAL,CYZONE,16.90000,2023-06-15
043628208,202309,PE,200078944,CUIDADO PERSONAL,ESIKA,12.34000,2023-06-15
049715900,202309,PE,200107364,MAQUILLAJE,CYZONE,13.90000,2023-06-07
031173930,202309,PE,200107827,CUIDADO PERSONAL,LBEL,31.00000,2023-06-15
044343908,202309,PE,200090337,CUIDADO PERSONAL,ESIKA,18.30000,2023-06-12
048623344,202309,PE,200092456,TRATAMIENTO CORPORAL,ESIKA,21.80000,2023-06-15
050075087,202309,PE,200108908,CUIDADO PERSONAL,CYZONE,16.90000,2023-06-15
048213766,202309,PE,210101339,BIJOUTERIE,ESIKA,49.90000,2023-06-15
049113420,202309,PE,200103022,CUIDADO PERSONAL,ESIKA,15.39000,2023-06-15
050233189,202309,PE,210100065,BIJOUTERIE,ESIKA,37.90000,2023-06-15
043485091,202309,PE,200105335,FRAGANCIAS,LBEL,43.73000,2023-06-15
012008996,202309,PE,200108908,CUIDADO PERSONAL,CYZONE,16.90000,2023-06-15
049294379,202309,PE,200104173,MAQUILLAJE,ESIKA,13.90000,2023-06-15
049546394,202309,PE,200108908,CUIDADO PERSONAL,CYZONE,16.90000,2023-06-15
043108166,202309,PE,200095374,CUIDADO PERSONAL,ESIKA,7.69000,2023-06-09
036508371,202309,PE,210102026,COMPLEMENTOS,CYZONE,86.90000,2023-06-12
049994095,202309,PE,200108752,CUIDADO PERSONAL,ESIKA,12.06000,2023-06-15
041548517,202309,PE,200084777,CUIDADO PERSONAL,CYZONE,15.90000,2023-06-15
001912461,202307,PE,200108892,TRATAMIENTO FACIAL,CYZONE,26.90000,2023-05-04
046174860,202307,PE,210095652,MAQUILLAJE,CYZONE,17.90000,2023-05-04
044595141,202309,PE,210099586,COMPLEMENTOS,CYZONE,36.90000,2023-06-15
005442435,202309,PE,210102493,PROMOCION USUARIOS,ESIKA,64.90000,2023-06-14
044595141,202309,PE,200102126,MAQUILLAJE,CYZONE,8.90000,2023-06-15
047597889,202309,PE,200106556,MAQUILLAJE,CYZONE,17.90000,2023-06-14
050474992,202309,PE,200102129,MAQUILLAJE,CYZONE,8.90000,2023-06-14
050244008,202309,PE,200108096,MAQUILLAJE,ESIKA,26.90000,2023-06-14
042838411,202309,PE,200108090,MAQUILLAJE,ESIKA,26.90000,2023-06-12
044630648,202311,PE,200113793,MAQUILLAJE,CYZONE,12.45000,2023-07-25
021103721,202311,PE,200106606,MAQUILLAJE,CYZONE,22.90000,2023-07-25
050905454,202311,PE,200085860,CUIDADO PERSONAL,ESIKA,17.90000,2023-07-25
047041155,202311,PE,210097030,CUIDADO PERSONAL,LBEL,23.00000,2023-07-25
049686269,202311,PE,200083997,FRAGANCIAS,ESIKA,27.48000,2023-07-25
045874974,202311,PE,200103452,CUIDADO PERSONAL,LBEL,16.00000,2023-07-25
050263320,202311,PE,210103481,BIJOUTERIE,ESIKA,59.90000,2023-07-25
049067542,202311,PE,200107355,MAQUILLAJE,CYZONE,12.90000,2023-07-25
049546076,202311,PE,200112602,MAQUILLAJE,ESIKA,25.90000,2023-07-25
009503439,202311,PE,200098788,TRATAMIENTO FACIAL,LBEL,20.90000,2023-07-25
046433610,202311,PE,200105188,CUIDADO PERSONAL,ESIKA,4.90000,2023-07-25
050263320,202311,PE,210103505,BIJOUTERIE,ESIKA,39.90000,2023-07-25
021103721,202311,PE,210095652,MAQUILLAJE,CYZONE,12.90000,2023-07-25
050263320,202311,PE,210103079,BIJOUTERIE,ESIKA,54.90000,2023-07-25
035266194,202311,PE,200102422,MUESTRAS COSMETICOS,LBEL,39.90000,2023-07-25
008680663,202311,PE,210097894,TRATAMIENTO CORPORAL,ESIKA,6.30000,2023-07-25
050602346,202311,PE,210101275,BIJOUTERIE,CYZONE,19.90000,2023-07-25
023401525,202311,PE,200109686,MAQUILLAJE,CYZONE,27.90000,2023-07-25
050892824,202311,PE,200097066,CUIDADO PERSONAL,ESIKA,27.47000,2023-07-25
045874974,202311,PE,200109263,TRATAMIENTO FACIAL,CYZONE,23.90000,2023-07-25
008680663,202311,PE,200102371,MAQUILLAJE,CYZONE,26.90000,2023-07-25
045243885,202311,PE,210102163,BIJOUTERIE,CYZONE,66.90000,2023-07-25
050732819,202311,PE,200082674,FRAGANCIAS,ESIKA,19.90000,2023-07-25
050838978,202311,PE,200115941,VARIOS,GENERICA,59.90000,2023-07-25
009503439,202311,PE,200083997,FRAGANCIAS,ESIKA,44.90000,2023-07-25
049612168,202311,PE,200100407,TRATAMIENTO CORPORAL,ESIKA,19.90000,2023-07-25
045784940,202311,PE,200111352,FRAGANCIAS,ESIKA,46.60000,2023-07-25
050922693,202311,PE,200094827,MAQUILLAJE,ESIKA,12.90000,2023-07-25
050456617,202311,PE,200090349,CUIDADO PERSONAL,ESIKA,19.90000,2023-07-25
009503439,202311,PE,200099098,MAQUILLAJE,LBEL,83.00000,2023-07-25
050922693,202311,PE,200115941,VARIOS,GENERICA,59.90000,2023-07-25
050304329,202311,PE,200106442,MAQUILLAJE,ESIKA,19.90000,2023-07-25
045852504,202311,PE,200093883,FRAGANCIAS,ESIKA,18.30000,2023-07-25
046433610,202311,PE,200089508,TRATAMIENTO CORPORAL,ESIKA,25.90000,2023-07-25
050481506,202311,PE,210104054,COMPLEMENTOS,CYZONE,99.90000,2023-07-25
045243885,202311,PE,200105983,MAQUILLAJE,LBEL,16.99000,2023-07-25
040547983,202311,PE,210095652,MAQUILLAJE,CYZONE,12.90000,2023-07-25
050892824,202311,PE,200103442,CUIDADO PERSONAL,ESIKA,8.90000,2023-07-25
049377436,202311,PE,200102430,FRAGANCIAS,ESIKA,75.57000,2023-07-25
050304329,202311,PE,210092742,MAQUILLAJE,ESIKA,36.90000,2023-07-25
046677595,202311,PE,200101369,FRAGANCIAS,LBEL,52.90000,2023-07-25
049686269,202311,PE,200097066,CUIDADO PERSONAL,ESIKA,27.47000,2023-07-25
045874974,202311,PE,200103448,CUIDADO PERSONAL,ESIKA,7.38000,2023-07-25
050770419,202311,PE,200106852,FRAGANCIAS,LBEL,29.90000,2023-07-25
008680663,202311,PE,200106594,MAQUILLAJE,CYZONE,15.90000,2023-07-25
049067542,202311,PE,200105070,MAQUILLAJE,LBEL,39.00000,2023-07-25
050892824,202311,PE,210102574,COMPLEMENTOS,CYZONE,49.90000,2023-07-25
048975542,202311,PE,210100689,HOGAR,CYZONE,69.90000,2023-07-25
046433610,202317,PE,200101559,FRAGANCIAS,CYZONE,34.44000,2023-11-20
035345493,202317,PE,200090452,FRAGANCIAS,ESIKA,39.90000,2023-11-20
050760081,202317,PE,200115451,CUIDADO PERSONAL,ESIKA,18.30000,2023-11-20
049546076,202317,PE,200108807,CUIDADO PERSONAL,ESIKA,7.21000,2023-11-20
051205642,202317,PE,200092742,FRAGANCIAS,CYZONE,25.96000,2023-11-20
045547477,202317,PE,200109890,MAQUILLAJE,CYZONE,21.90000,2023-11-20
051285115,202317,PE,200101110,TRATAMIENTO FACIAL,LBEL,51.00000,2023-11-20
051121767,202317,PE,200115587,FRAGANCIAS,CYZONE,43.27000,2023-11-20
049958455,202317,PE,200114759,MAQUILLAJE,ESIKA,14.70000,2023-11-20
051121767,202317,PE,200112310,MAQUILLAJE,CYZONE,17.90000,2023-11-20
051121767,202317,PE,200082678,FRAGANCIAS,ESIKA,25.90000,2023-11-20
051313240,202317,PE,210095652,MAQUILLAJE,CYZONE,17.00000,2023-11-20
029520666,202317,PE,200112231,MAQUILLAJE,CYZONE,21.90000,2023-11-20
050058565,202317,PE,200109537,CUIDADO PERSONAL,ESIKA,4.99000,2023-11-20
049851294,202317,PE,210101397,BIJOUTERIE,ESIKA,32.90000,2023-11-20
043322729,202317,PE,200111379,FRAGANCIAS,ESIKA,17.48000,2023-11-20
045610217,202317,PE,200115591,TRATAMIENTO FACIAL,LBEL,68.90000,2023-11-20
021103721,202317,PE,200098555,FRAGANCIAS,ESIKA,60.00000,2023-11-20
050395693,202317,PE,200106360,FRAGANCIAS,CYZONE,29.90000,2023-11-20
035532791,202317,PE,210104263,BIJOUTERIE,CYZONE,19.90000,2023-11-20
046433610,202317,PE,200106360,FRAGANCIAS,CYZONE,29.90000,2023-11-20
051262972,202317,PE,200091269,CUIDADO PERSONAL,LBEL,17.90000,2023-11-20
051261054,202317,PE,210102151,BIJOUTERIE,CYZONE,24.90000,2023-11-20
050760081,202317,PE,200095895,FRAGANCIAS,CYZONE,28.30000,2023-11-20
049851294,202317,PE,200108045,TRATAMIENTO CORPORAL,ESIKA,12.03000,2023-11-20
042919942,202317,PE,200103450,CUIDADO PERSONAL,CYZONE,5.10000,2023-11-20
051262972,202317,PE,200095931,FRAGANCIAS,ESIKA,32.77000,2023-11-20
049851294,202317,PE,200109613,MAQUILLAJE,CYZONE,20.90000,2023-11-20
051262972,202317,PE,200103025,CUIDADO PERSONAL,ESIKA,29.90000,2023-11-20
045610217,202317,PE,200109443,FRAGANCIAS,ESIKA,34.90000,2023-11-20
044938138,202317,PE,200101559,FRAGANCIAS,CYZONE,26.60000,2023-11-20
051261054,202317,PE,200082687,CUIDADO PERSONAL,ESIKA,9.95000,2023-11-20
046201108,202317,PE,200089498,TRATAMIENTO CORPORAL,ESIKA,52.90000,2023-11-20
050441881,202317,PE,210102041,COMPLEMENTOS,CYZONE,22.90000,2023-11-20
037308889,202317,PE,200106910,FRAGANCIAS,LBEL,10.00000,2023-11-20
049546076,202317,PE,200106346,FRAGANCIAS,ESIKA,38.46000,2023-11-20
051450663,202317,PE,200095895,FRAGANCIAS,CYZONE,28.30000,2023-11-20
021103721,202317,PE,210095268,RELOJES,ESIKA,99.90000,2023-11-20
051205642,202317,PE,200109537,CUIDADO PERSONAL,ESIKA,5.10000,2023-11-20
050395693,202317,PE,200090350,TRATAMIENTO CORPORAL,ESIKA,36.90000,2023-11-20
045852504,202317,PE,200103025,CUIDADO PERSONAL,ESIKA,21.45000,2023-11-20
029520666,202317,PE,200102282,MAQUILLAJE,ESIKA,10.00000,2023-11-20
043322729,202317,PE,200090452,FRAGANCIAS,ESIKA,39.90000,2023-11-20
